poi_id,name,poi_type,latitude,longitude,station_id,district_id,address,category,geometry,risk_factor,opening_hours,footfall_score
POI-001928,Bank - Humnabad PS-16 Area,Bank,17.58985,77.11148,STN-KA-BDR-0015,KA-BDR,"Near Humnabad PS-16, Bidar",Unspecified,,0.5,24/7,50
POI-001929,Metro Station - Humnabad PS-16 Area,Metro Station,17.59563,77.10793,STN-KA-BDR-0015,KA-BDR,"Near Humnabad PS-16, Bidar",Unspecified,,0.5,24/7,50
POI-001930,Metro Station - Humnabad PS-17 Area,Metro Station,17.71083,76.80763,STN-KA-BDR-0016,KA-BDR,"Near Humnabad PS-17, Bidar",Unspecified,,0.5,24/7,50
POI-001931,ATM - Humnabad PS-17 Area,ATM,17.72436,76.81288,STN-KA-BDR-0016,KA-BDR,"Near Humnabad PS-17, Bidar",Unspecified,,0.5,24/7,50
POI-001932,ATM - Humnabad PS-17 Area,ATM,17.72407,76.78613,STN-KA-BDR-0016,KA-BDR,"Near Humnabad PS-17, Bidar",Unspecified,,0.5,24/7,50
POI-001933,Bank - Humnabad PS-17 Area,Bank,17.70879,76.82123,STN-KA-BDR-0016,KA-BDR,"Near Humnabad PS-17, Bidar",Unspecified,,0.5,24/7,50
POI-001934,ATM - Humnabad PS-17 Area,ATM,17.69962,76.80437,STN-KA-BDR-0016,KA-BDR,"Near Humnabad PS-17, Bidar",Unspecified,,0.5,24/7,50
POI-001935,ATM - Humnabad PS-18 Area,ATM,17.60473,77.31879,STN-KA-BDR-0017,KA-BDR,"Near Humnabad PS-18, Bidar",Unspecified,,0.5,24/7,50
POI-001936,School - Humnabad PS-18 Area,School,17.62446,77.28012,STN-KA-BDR-0017,KA-BDR,"Near Humnabad PS-18, Bidar",Unspecified,,0.5,24/7,50
POI-001937,Temple - Humnabad PS-18 Area,Temple,17.63276,77.3325,STN-KA-BDR-0017,KA-BDR,"Near Humnabad PS-18, Bidar",Unspecified,,0.5,24/7,50
POI-001938,Metro Station - Humnabad PS-18 Area,Metro Station,17.5834,77.33069,STN-KA-BDR-0017,KA-BDR,"Near Humnabad PS-18, Bidar",Unspecified,,0.5,24/7,50
POI-001939,Liquor Store - Humnabad PS-18 Area,Liquor Store,17.60035,77.30056,STN-KA-BDR-0017,KA-BDR,"Near Humnabad PS-18, Bidar",Unspecified,,0.5,24/7,50
POI-001940,Bank - Humnabad PS-18 Area,Bank,17.59798,77.29535,STN-KA-BDR-0017,KA-BDR,"Near Humnabad PS-18, Bidar",Unspecified,,0.5,24/7,50
POI-001941,Market - Humnabad PS-18 Area,Market,17.61959,77.31249,STN-KA-BDR-0017,KA-BDR,"Near Humnabad PS-18, Bidar",Unspecified,,0.5,24/7,50
POI-001942,Market - Vijayapura Rural PS Area,Market,16.62304,76.20618,STN-KA-VJP-0000,KA-VJP,"Near Vijayapura Rural PS, Vijayapura",Unspecified,,0.5,24/7,50
POI-001943,Liquor Store - Vijayapura Rural PS Area,Liquor Store,16.62694,76.23216,STN-KA-VJP-0000,KA-VJP,"Near Vijayapura Rural PS, Vijayapura",Unspecified,,0.5,24/7,50
POI-001944,Liquor Store - Vijayapura Rural PS Area,Liquor Store,16.65102,76.22772,STN-KA-VJP-0000,KA-VJP,"Near Vijayapura Rural PS, Vijayapura",Unspecified,,0.5,24/7,50
POI-001945,Temple - Vijayapura PS-2 Area,Temple,16.91208,76.19704,STN-KA-VJP-0001,KA-VJP,"Near Vijayapura PS-2, Vijayapura",Unspecified,,0.5,24/7,50
POI-001946,Metro Station - Vijayapura PS-2 Area,Metro Station,16.91731,76.20354,STN-KA-VJP-0001,KA-VJP,"Near Vijayapura PS-2, Vijayapura",Unspecified,,0.5,24/7,50
POI-001947,Bank - Vijayapura PS-3 Area,Bank,17.07364,75.71944,STN-KA-VJP-0002,KA-VJP,"Near Vijayapura PS-3, Vijayapura",Unspecified,,0.5,24/7,50
POI-001948,ATM - Vijayapura PS-3 Area,ATM,17.08524,75.72524,STN-KA-VJP-0002,KA-VJP,"Near Vijayapura PS-3, Vijayapura",Unspecified,,0.5,24/7,50
POI-001949,Jewellery Shop - Vijayapura PS-3 Area,Jewellery Shop,17.07757,75.73515,STN-KA-VJP-0002,KA-VJP,"Near Vijayapura PS-3, Vijayapura",Unspecified,,0.5,24/7,50
POI-001950,Jewellery Shop - Vijayapura PS-4 Area,Jewellery Shop,16.66746,75.95123,STN-KA-VJP-0003,KA-VJP,"Near Vijayapura PS-4, Vijayapura",Unspecified,,0.5,24/7,50
POI-001951,Temple - Vijayapura PS-4 Area,Temple,16.68374,75.98275,STN-KA-VJP-0003,KA-VJP,"Near Vijayapura PS-4, Vijayapura",Unspecified,,0.5,24/7,50
POI-001952,Market - Vijayapura PS-4 Area,Market,16.66263,75.98027,STN-KA-VJP-0003,KA-VJP,"Near Vijayapura PS-4, Vijayapura",Unspecified,,0.5,24/7,50
POI-001953,Metro Station - Vijayapura PS-5 Area,Metro Station,16.76415,75.62104,STN-KA-VJP-0004,KA-VJP,"Near Vijayapura PS-5, Vijayapura",Unspecified,,0.5,24/7,50
POI-001954,Bank - Vijayapura PS-5 Area,Bank,16.72353,75.60397,STN-KA-VJP-0004,KA-VJP,"Near Vijayapura PS-5, Vijayapura",Unspecified,,0.5,24/7,50
POI-001955,Jewellery Shop - Vijayapura PS-6 Area,Jewellery Shop,16.93825,76.50398,STN-KA-VJP-0005,KA-VJP,"Near Vijayapura PS-6, Vijayapura",Unspecified,,0.5,24/7,50
POI-001956,ATM - Vijayapura PS-6 Area,ATM,16.9003,76.47085,STN-KA-VJP-0005,KA-VJP,"Near Vijayapura PS-6, Vijayapura",Unspecified,,0.5,24/7,50
POI-001957,Market - Vijayapura PS-6 Area,Market,16.89633,76.47082,STN-KA-VJP-0005,KA-VJP,"Near Vijayapura PS-6, Vijayapura",Unspecified,,0.5,24/7,50
POI-001958,Metro Station - Vijayapura PS-6 Area,Metro Station,16.94222,76.46203,STN-KA-VJP-0005,KA-VJP,"Near Vijayapura PS-6, Vijayapura",Unspecified,,0.5,24/7,50
POI-001959,Bank - Vijayapura PS-6 Area,Bank,16.93098,76.48644,STN-KA-VJP-0005,KA-VJP,"Near Vijayapura PS-6, Vijayapura",Unspecified,,0.5,24/7,50
POI-001960,Metro Station - Vijayapura PS-6 Area,Metro Station,16.90895,76.45454,STN-KA-VJP-0005,KA-VJP,"Near Vijayapura PS-6, Vijayapura",Unspecified,,0.5,24/7,50
POI-001961,ATM - Basavana Bagewadi PS-7 Area,ATM,17.03288,75.79227,STN-KA-VJP-0006,KA-VJP,"Near Basavana Bagewadi PS-7, Vijayapura",Unspecified,,0.5,24/7,50
POI-001962,School - Basavana Bagewadi PS-7 Area,School,17.03701,75.83109,STN-KA-VJP-0006,KA-VJP,"Near Basavana Bagewadi PS-7, Vijayapura",Unspecified,,0.5,24/7,50
POI-001963,School - Basavana Bagewadi PS-8 Area,School,17.20854,76.03479,STN-KA-VJP-0007,KA-VJP,"Near Basavana Bagewadi PS-8, Vijayapura",Unspecified,,0.5,24/7,50
POI-001964,Market - Basavana Bagewadi PS-8 Area,Market,17.19179,76.0624,STN-KA-VJP-0007,KA-VJP,"Near Basavana Bagewadi PS-8, Vijayapura",Unspecified,,0.5,24/7,50
POI-001965,Liquor Store - Basavana Bagewadi PS-8 Area,Liquor Store,17.20704,76.05923,STN-KA-VJP-0007,KA-VJP,"Near Basavana Bagewadi PS-8, Vijayapura",Unspecified,,0.5,24/7,50
POI-001966,School - Basavana Bagewadi PS-8 Area,School,17.20331,76.0457,STN-KA-VJP-0007,KA-VJP,"Near Basavana Bagewadi PS-8, Vijayapura",Unspecified,,0.5,24/7,50
POI-001967,Temple - Basavana Bagewadi PS-8 Area,Temple,17.20308,76.06444,STN-KA-VJP-0007,KA-VJP,"Near Basavana Bagewadi PS-8, Vijayapura",Unspecified,,0.5,24/7,50
POI-001968,School - Basavana Bagewadi PS-8 Area,School,17.2293,76.04819,STN-KA-VJP-0007,KA-VJP,"Near Basavana Bagewadi PS-8, Vijayapura",Unspecified,,0.5,24/7,50
POI-001969,Liquor Store - Basavana Bagewadi PS-8 Area,Liquor Store,17.19223,76.04281,STN-KA-VJP-0007,KA-VJP,"Near Basavana Bagewadi PS-8, Vijayapura",Unspecified,,0.5,24/7,50
POI-001970,Market - Basavana Bagewadi PS-9 Area,Market,16.89498,75.73068,STN-KA-VJP-0008,KA-VJP,"Near Basavana Bagewadi PS-9, Vijayapura",Unspecified,,0.5,24/7,50
POI-001971,Liquor Store - Basavana Bagewadi PS-9 Area,Liquor Store,16.90269,75.71081,STN-KA-VJP-0008,KA-VJP,"Near Basavana Bagewadi PS-9, Vijayapura",Unspecified,,0.5,24/7,50
POI-001972,Market - Basavana Bagewadi PS-9 Area,Market,16.91433,75.69179,STN-KA-VJP-0008,KA-VJP,"Near Basavana Bagewadi PS-9, Vijayapura",Unspecified,,0.5,24/7,50
POI-001973,School - Basavana Bagewadi PS-9 Area,School,16.92164,75.69128,STN-KA-VJP-0008,KA-VJP,"Near Basavana Bagewadi PS-9, Vijayapura",Unspecified,,0.5,24/7,50
POI-001974,Metro Station - Basavana Bagewadi PS-9 Area,Metro Station,16.91996,75.7103,STN-KA-VJP-0008,KA-VJP,"Near Basavana Bagewadi PS-9, Vijayapura",Unspecified,,0.5,24/7,50
POI-001975,Bank - Basavana Bagewadi PS-9 Area,Bank,16.89892,75.7102,STN-KA-VJP-0008,KA-VJP,"Near Basavana Bagewadi PS-9, Vijayapura",Unspecified,,0.5,24/7,50
POI-001976,Market - Basavana Bagewadi PS-9 Area,Market,16.90787,75.72918,STN-KA-VJP-0008,KA-VJP,"Near Basavana Bagewadi PS-9, Vijayapura",Unspecified,,0.5,24/7,50
POI-001977,ATM - Basavana Bagewadi PS-9 Area,ATM,16.88275,75.73296,STN-KA-VJP-0008,KA-VJP,"Near Basavana Bagewadi PS-9, Vijayapura",Unspecified,,0.5,24/7,50
POI-001978,ATM - Indi PS-10 Area,ATM,17.02677,76.02225,STN-KA-VJP-0009,KA-VJP,"Near Indi PS-10, Vijayapura",Unspecified,,0.5,24/7,50
POI-001979,Liquor Store - Indi PS-10 Area,Liquor Store,17.02909,76.03084,STN-KA-VJP-0009,KA-VJP,"Near Indi PS-10, Vijayapura",Unspecified,,0.5,24/7,50
POI-001980,Jewellery Shop - Indi PS-10 Area,Jewellery Shop,17.03774,76.03083,STN-KA-VJP-0009,KA-VJP,"Near Indi PS-10, Vijayapura",Unspecified,,0.5,24/7,50
POI-001981,Temple - Indi PS-10 Area,Temple,16.99204,76.02547,STN-KA-VJP-0009,KA-VJP,"Near Indi PS-10, Vijayapura",Unspecified,,0.5,24/7,50
POI-001982,Market - Indi PS-11 Area,Market,17.0535,75.69102,STN-KA-VJP-0010,KA-VJP,"Near Indi PS-11, Vijayapura",Unspecified,,0.5,24/7,50
POI-001983,Metro Station - Indi PS-11 Area,Metro Station,17.01139,75.65766,STN-KA-VJP-0010,KA-VJP,"Near Indi PS-11, Vijayapura",Unspecified,,0.5,24/7,50
POI-001984,Metro Station - Indi PS-11 Area,Metro Station,17.02462,75.68696,STN-KA-VJP-0010,KA-VJP,"Near Indi PS-11, Vijayapura",Unspecified,,0.5,24/7,50
POI-001985,Temple - Indi PS-11 Area,Temple,17.00872,75.66178,STN-KA-VJP-0010,KA-VJP,"Near Indi PS-11, Vijayapura",Unspecified,,0.5,24/7,50
POI-001986,ATM - Indi PS-11 Area,ATM,17.04425,75.66974,STN-KA-VJP-0010,KA-VJP,"Near Indi PS-11, Vijayapura",Unspecified,,0.5,24/7,50
POI-001987,Temple - Indi PS-11 Area,Temple,17.00051,75.68052,STN-KA-VJP-0010,KA-VJP,"Near Indi PS-11, Vijayapura",Unspecified,,0.5,24/7,50
POI-001988,Metro Station - Indi PS-11 Area,Metro Station,17.03623,75.69834,STN-KA-VJP-0010,KA-VJP,"Near Indi PS-11, Vijayapura",Unspecified,,0.5,24/7,50
POI-001989,ATM - Indi PS-11 Area,ATM,17.00579,75.69849,STN-KA-VJP-0010,KA-VJP,"Near Indi PS-11, Vijayapura",Unspecified,,0.5,24/7,50
POI-001990,ATM - Indi PS-11 Area,ATM,17.00172,75.66149,STN-KA-VJP-0010,KA-VJP,"Near Indi PS-11, Vijayapura",Unspecified,,0.5,24/7,50
POI-001991,Bank - Indi PS-12 Area,Bank,16.99768,76.47915,STN-KA-VJP-0011,KA-VJP,"Near Indi PS-12, Vijayapura",Unspecified,,0.5,24/7,50
POI-001992,Bank - Indi PS-12 Area,Bank,17.0398,76.47253,STN-KA-VJP-0011,KA-VJP,"Near Indi PS-12, Vijayapura",Unspecified,,0.5,24/7,50
POI-001993,Bank - Indi PS-12 Area,Bank,17.01832,76.4901,STN-KA-VJP-0011,KA-VJP,"Near Indi PS-12, Vijayapura",Unspecified,,0.5,24/7,50
POI-001994,Jewellery Shop - Indi PS-12 Area,Jewellery Shop,17.02576,76.50742,STN-KA-VJP-0011,KA-VJP,"Near Indi PS-12, Vijayapura",Unspecified,,0.5,24/7,50
POI-001995,Market - Indi PS-12 Area,Market,16.9855,76.48297,STN-KA-VJP-0011,KA-VJP,"Near Indi PS-12, Vijayapura",Unspecified,,0.5,24/7,50
POI-001996,Jewellery Shop - Indi PS-12 Area,Jewellery Shop,16.99608,76.46818,STN-KA-VJP-0011,KA-VJP,"Near Indi PS-12, Vijayapura",Unspecified,,0.5,24/7,50
POI-001997,Metro Station - Indi PS-12 Area,Metro Station,17.02792,76.46215,STN-KA-VJP-0011,KA-VJP,"Near Indi PS-12, Vijayapura",Unspecified,,0.5,24/7,50
POI-001998,Bank - Indi PS-12 Area,Bank,17.03554,76.50423,STN-KA-VJP-0011,KA-VJP,"Near Indi PS-12, Vijayapura",Unspecified,,0.5,24/7,50
POI-001999,School - Muddebihal PS-13 Area,School,16.70625,75.94279,STN-KA-VJP-0012,KA-VJP,"Near Muddebihal PS-13, Vijayapura",Unspecified,,0.5,24/7,50
POI-002000,Bank - Muddebihal PS-13 Area,Bank,16.70395,75.9129,STN-KA-VJP-0012,KA-VJP,"Near Muddebihal PS-13, Vijayapura",Unspecified,,0.5,24/7,50
POI-002001,ATM - Muddebihal PS-13 Area,ATM,16.69156,75.93513,STN-KA-VJP-0012,KA-VJP,"Near Muddebihal PS-13, Vijayapura",Unspecified,,0.5,24/7,50
POI-002002,School - Muddebihal PS-13 Area,School,16.70323,75.94513,STN-KA-VJP-0012,KA-VJP,"Near Muddebihal PS-13, Vijayapura",Unspecified,,0.5,24/7,50
POI-002003,Bank - Muddebihal PS-13 Area,Bank,16.71796,75.92189,STN-KA-VJP-0012,KA-VJP,"Near Muddebihal PS-13, Vijayapura",Unspecified,,0.5,24/7,50
POI-002004,ATM - Muddebihal PS-13 Area,ATM,16.68232,75.93134,STN-KA-VJP-0012,KA-VJP,"Near Muddebihal PS-13, Vijayapura",Unspecified,,0.5,24/7,50
POI-002005,ATM - Muddebihal PS-13 Area,ATM,16.70601,75.94988,STN-KA-VJP-0012,KA-VJP,"Near Muddebihal PS-13, Vijayapura",Unspecified,,0.5,24/7,50
POI-002006,School - Muddebihal PS-13 Area,School,16.73171,75.91484,STN-KA-VJP-0012,KA-VJP,"Near Muddebihal PS-13, Vijayapura",Unspecified,,0.5,24/7,50
POI-002007,ATM - Muddebihal PS-13 Area,ATM,16.70176,75.95369,STN-KA-VJP-0012,KA-VJP,"Near Muddebihal PS-13, Vijayapura",Unspecified,,0.5,24/7,50
POI-002008,Metro Station - Muddebihal PS-13 Area,Metro Station,16.71161,75.90699,STN-KA-VJP-0012,KA-VJP,"Near Muddebihal PS-13, Vijayapura",Unspecified,,0.5,24/7,50
POI-002009,ATM - Muddebihal PS-14 Area,ATM,17.07198,75.57308,STN-KA-VJP-0013,KA-VJP,"Near Muddebihal PS-14, Vijayapura",Unspecified,,0.5,24/7,50
POI-002010,Liquor Store - Muddebihal PS-14 Area,Liquor Store,17.03725,75.58716,STN-KA-VJP-0013,KA-VJP,"Near Muddebihal PS-14, Vijayapura",Unspecified,,0.5,24/7,50
POI-002011,Temple - Muddebihal PS-14 Area,Temple,17.05656,75.57171,STN-KA-VJP-0013,KA-VJP,"Near Muddebihal PS-14, Vijayapura",Unspecified,,0.5,24/7,50
POI-002012,Metro Station - Muddebihal PS-14 Area,Metro Station,17.07841,75.60966,STN-KA-VJP-0013,KA-VJP,"Near Muddebihal PS-14, Vijayapura",Unspecified,,0.5,24/7,50
POI-002013,Bank - Muddebihal PS-14 Area,Bank,17.03073,75.57127,STN-KA-VJP-0013,KA-VJP,"Near Muddebihal PS-14, Vijayapura",Unspecified,,0.5,24/7,50
POI-002014,Metro Station - Muddebihal PS-14 Area,Metro Station,17.06339,75.60422,STN-KA-VJP-0013,KA-VJP,"Near Muddebihal PS-14, Vijayapura",Unspecified,,0.5,24/7,50
POI-002015,Liquor Store - Muddebihal PS-14 Area,Liquor Store,17.04451,75.61041,STN-KA-VJP-0013,KA-VJP,"Near Muddebihal PS-14, Vijayapura",Unspecified,,0.5,24/7,50
POI-002016,School - Muddebihal PS-14 Area,School,17.04915,75.61231,STN-KA-VJP-0013,KA-VJP,"Near Muddebihal PS-14, Vijayapura",Unspecified,,0.5,24/7,50
POI-002017,Market - Muddebihal PS-14 Area,Market,17.06313,75.56484,STN-KA-VJP-0013,KA-VJP,"Near Muddebihal PS-14, Vijayapura",Unspecified,,0.5,24/7,50
POI-002018,Jewellery Shop - Muddebihal PS-15 Area,Jewellery Shop,16.92464,75.5938,STN-KA-VJP-0014,KA-VJP,"Near Muddebihal PS-15, Vijayapura",Unspecified,,0.5,24/7,50
POI-002019,Temple - Muddebihal PS-15 Area,Temple,16.89478,75.58197,STN-KA-VJP-0014,KA-VJP,"Near Muddebihal PS-15, Vijayapura",Unspecified,,0.5,24/7,50
POI-002020,School - Muddebihal PS-15 Area,School,16.91316,75.55496,STN-KA-VJP-0014,KA-VJP,"Near Muddebihal PS-15, Vijayapura",Unspecified,,0.5,24/7,50
POI-002021,ATM - Muddebihal PS-15 Area,ATM,16.88938,75.57532,STN-KA-VJP-0014,KA-VJP,"Near Muddebihal PS-15, Vijayapura",Unspecified,,0.5,24/7,50
POI-002022,Jewellery Shop - Muddebihal PS-15 Area,Jewellery Shop,16.89109,75.60832,STN-KA-VJP-0014,KA-VJP,"Near Muddebihal PS-15, Vijayapura",Unspecified,,0.5,24/7,50
POI-002023,Liquor Store - Muddebihal PS-15 Area,Liquor Store,16.91403,75.60824,STN-KA-VJP-0014,KA-VJP,"Near Muddebihal PS-15, Vijayapura",Unspecified,,0.5,24/7,50
POI-002024,Liquor Store - Sindagi PS-16 Area,Liquor Store,16.75682,76.06727,STN-KA-VJP-0015,KA-VJP,"Near Sindagi PS-16, Vijayapura",Unspecified,,0.5,24/7,50
POI-002025,ATM - Sindagi PS-16 Area,ATM,16.79431,76.01414,STN-KA-VJP-0015,KA-VJP,"Near Sindagi PS-16, Vijayapura",Unspecified,,0.5,24/7,50
POI-002026,ATM - Sindagi PS-16 Area,ATM,16.7871,76.05519,STN-KA-VJP-0015,KA-VJP,"Near Sindagi PS-16, Vijayapura",Unspecified,,0.5,24/7,50
POI-002027,Jewellery Shop - Sindagi PS-16 Area,Jewellery Shop,16.78564,76.01368,STN-KA-VJP-0015,KA-VJP,"Near Sindagi PS-16, Vijayapura",Unspecified,,0.5,24/7,50
POI-002028,Metro Station - Sindagi PS-16 Area,Metro Station,16.76109,76.02858,STN-KA-VJP-0015,KA-VJP,"Near Sindagi PS-16, Vijayapura",Unspecified,,0.5,24/7,50
POI-002029,Market - Sindagi PS-16 Area,Market,16.76704,76.01137,STN-KA-VJP-0015,KA-VJP,"Near Sindagi PS-16, Vijayapura",Unspecified,,0.5,24/7,50
POI-002030,Jewellery Shop - Sindagi PS-16 Area,Jewellery Shop,16.75424,76.05904,STN-KA-VJP-0015,KA-VJP,"Near Sindagi PS-16, Vijayapura",Unspecified,,0.5,24/7,50
POI-002031,Jewellery Shop - Sindagi PS-16 Area,Jewellery Shop,16.79433,76.01704,STN-KA-VJP-0015,KA-VJP,"Near Sindagi PS-16, Vijayapura",Unspecified,,0.5,24/7,50
POI-002032,Jewellery Shop - Sindagi PS-16 Area,Jewellery Shop,16.77997,76.03253,STN-KA-VJP-0015,KA-VJP,"Near Sindagi PS-16, Vijayapura",Unspecified,,0.5,24/7,50
POI-002033,Liquor Store - Sindagi PS-16 Area,Liquor Store,16.78815,76.02407,STN-KA-VJP-0015,KA-VJP,"Near Sindagi PS-16, Vijayapura",Unspecified,,0.5,24/7,50
POI-002034,School - Sindagi PS-17 Area,School,16.97342,75.74796,STN-KA-VJP-0016,KA-VJP,"Near Sindagi PS-17, Vijayapura",Unspecified,,0.5,24/7,50
POI-002035,Liquor Store - Sindagi PS-17 Area,Liquor Store,16.97122,75.74099,STN-KA-VJP-0016,KA-VJP,"Near Sindagi PS-17, Vijayapura",Unspecified,,0.5,24/7,50
POI-002036,Bank - Sindagi PS-17 Area,Bank,16.97169,75.75529,STN-KA-VJP-0016,KA-VJP,"Near Sindagi PS-17, Vijayapura",Unspecified,,0.5,24/7,50
POI-002037,Temple - Sindagi PS-17 Area,Temple,16.9898,75.77585,STN-KA-VJP-0016,KA-VJP,"Near Sindagi PS-17, Vijayapura",Unspecified,,0.5,24/7,50
POI-002038,Temple - Sindagi PS-17 Area,Temple,16.99323,75.77854,STN-KA-VJP-0016,KA-VJP,"Near Sindagi PS-17, Vijayapura",Unspecified,,0.5,24/7,50
POI-002039,School - Sindagi PS-17 Area,School,16.98177,75.76736,STN-KA-VJP-0016,KA-VJP,"Near Sindagi PS-17, Vijayapura",Unspecified,,0.5,24/7,50
POI-002040,Market - Sindagi PS-17 Area,Market,17.00117,75.72544,STN-KA-VJP-0016,KA-VJP,"Near Sindagi PS-17, Vijayapura",Unspecified,,0.5,24/7,50
POI-002041,Jewellery Shop - Sindagi PS-17 Area,Jewellery Shop,16.96537,75.7383,STN-KA-VJP-0016,KA-VJP,"Near Sindagi PS-17, Vijayapura",Unspecified,,0.5,24/7,50
POI-002042,Metro Station - Sindagi PS-18 Area,Metro Station,17.07433,75.95826,STN-KA-VJP-0017,KA-VJP,"Near Sindagi PS-18, Vijayapura",Unspecified,,0.5,24/7,50
POI-002043,Temple - Sindagi PS-18 Area,Temple,17.05935,75.99142,STN-KA-VJP-0017,KA-VJP,"Near Sindagi PS-18, Vijayapura",Unspecified,,0.5,24/7,50
POI-002044,Bank - Bagalkote Rural PS Area,Bank,16.64151,75.55972,STN-KA-BSD-0000,KA-BSD,"Near Bagalkote Rural PS, Bagalkote",Unspecified,,0.5,24/7,50
POI-002045,Temple - Bagalkote Rural PS Area,Temple,16.63221,75.56404,STN-KA-BSD-0000,KA-BSD,"Near Bagalkote Rural PS, Bagalkote",Unspecified,,0.5,24/7,50
POI-002046,Market - Bagalkote Rural PS Area,Market,16.65942,75.57203,STN-KA-BSD-0000,KA-BSD,"Near Bagalkote Rural PS, Bagalkote",Unspecified,,0.5,24/7,50
POI-002047,School - Bagalkote Rural PS Area,School,16.6381,75.53651,STN-KA-BSD-0000,KA-BSD,"Near Bagalkote Rural PS, Bagalkote",Unspecified,,0.5,24/7,50
POI-002048,School - Bagalkote Rural PS Area,School,16.6717,75.53967,STN-KA-BSD-0000,KA-BSD,"Near Bagalkote Rural PS, Bagalkote",Unspecified,,0.5,24/7,50
POI-002049,Jewellery Shop - Bagalkote Rural PS Area,Jewellery Shop,16.67049,75.55134,STN-KA-BSD-0000,KA-BSD,"Near Bagalkote Rural PS, Bagalkote",Unspecified,,0.5,24/7,50
POI-002050,Liquor Store - Bagalkote PS-2 Area,Liquor Store,16.55243,75.61042,STN-KA-BSD-0001,KA-BSD,"Near Bagalkote PS-2, Bagalkote",Unspecified,,0.5,24/7,50
POI-002051,Jewellery Shop - Bagalkote PS-2 Area,Jewellery Shop,16.52554,75.6387,STN-KA-BSD-0001,KA-BSD,"Near Bagalkote PS-2, Bagalkote",Unspecified,,0.5,24/7,50
POI-002052,Liquor Store - Bagalkote PS-2 Area,Liquor Store,16.52706,75.6642,STN-KA-BSD-0001,KA-BSD,"Near Bagalkote PS-2, Bagalkote",Unspecified,,0.5,24/7,50
POI-002053,Liquor Store - Bagalkote PS-3 Area,Liquor Store,16.48971,75.28043,STN-KA-BSD-0002,KA-BSD,"Near Bagalkote PS-3, Bagalkote",Unspecified,,0.5,24/7,50
POI-002054,Jewellery Shop - Bagalkote PS-3 Area,Jewellery Shop,16.48613,75.27909,STN-KA-BSD-0002,KA-BSD,"Near Bagalkote PS-3, Bagalkote",Unspecified,,0.5,24/7,50
POI-002055,Temple - Bagalkote PS-3 Area,Temple,16.49891,75.30463,STN-KA-BSD-0002,KA-BSD,"Near Bagalkote PS-3, Bagalkote",Unspecified,,0.5,24/7,50
POI-002056,Temple - Bagalkote PS-3 Area,Temple,16.44518,75.28985,STN-KA-BSD-0002,KA-BSD,"Near Bagalkote PS-3, Bagalkote",Unspecified,,0.5,24/7,50
POI-002057,Jewellery Shop - Bagalkote PS-3 Area,Jewellery Shop,16.45907,75.32328,STN-KA-BSD-0002,KA-BSD,"Near Bagalkote PS-3, Bagalkote",Unspecified,,0.5,24/7,50
POI-002058,Metro Station - Bagalkote PS-3 Area,Metro Station,16.4838,75.30287,STN-KA-BSD-0002,KA-BSD,"Near Bagalkote PS-3, Bagalkote",Unspecified,,0.5,24/7,50
POI-002059,Bank - Bagalkote PS-3 Area,Bank,16.48999,75.32366,STN-KA-BSD-0002,KA-BSD,"Near Bagalkote PS-3, Bagalkote",Unspecified,,0.5,24/7,50
POI-002060,Bank - Bagalkote PS-3 Area,Bank,16.45404,75.31508,STN-KA-BSD-0002,KA-BSD,"Near Bagalkote PS-3, Bagalkote",Unspecified,,0.5,24/7,50
POI-002061,Market - Bagalkote PS-3 Area,Market,16.47052,75.30422,STN-KA-BSD-0002,KA-BSD,"Near Bagalkote PS-3, Bagalkote",Unspecified,,0.5,24/7,50
POI-002062,Temple - Bagalkote PS-4 Area,Temple,16.34424,75.71603,STN-KA-BSD-0003,KA-BSD,"Near Bagalkote PS-4, Bagalkote",Unspecified,,0.5,24/7,50
POI-002063,Liquor Store - Bagalkote PS-4 Area,Liquor Store,16.32091,75.72636,STN-KA-BSD-0003,KA-BSD,"Near Bagalkote PS-4, Bagalkote",Unspecified,,0.5,24/7,50
POI-002064,Market - Bagalkote PS-4 Area,Market,16.30146,75.69491,STN-KA-BSD-0003,KA-BSD,"Near Bagalkote PS-4, Bagalkote",Unspecified,,0.5,24/7,50
POI-002065,ATM - Bagalkote PS-4 Area,ATM,16.33884,75.69973,STN-KA-BSD-0003,KA-BSD,"Near Bagalkote PS-4, Bagalkote",Unspecified,,0.5,24/7,50
POI-002066,Jewellery Shop - Bagalkote PS-4 Area,Jewellery Shop,16.33114,75.73624,STN-KA-BSD-0003,KA-BSD,"Near Bagalkote PS-4, Bagalkote",Unspecified,,0.5,24/7,50
POI-002067,Market - Bagalkote PS-4 Area,Market,16.32219,75.73948,STN-KA-BSD-0003,KA-BSD,"Near Bagalkote PS-4, Bagalkote",Unspecified,,0.5,24/7,50
POI-002068,Liquor Store - Bagalkote PS-4 Area,Liquor Store,16.29833,75.72737,STN-KA-BSD-0003,KA-BSD,"Near Bagalkote PS-4, Bagalkote",Unspecified,,0.5,24/7,50
POI-002069,Liquor Store - Bagalkote PS-4 Area,Liquor Store,16.33417,75.70679,STN-KA-BSD-0003,KA-BSD,"Near Bagalkote PS-4, Bagalkote",Unspecified,,0.5,24/7,50
POI-002070,School - Bagalkote PS-4 Area,School,16.30503,75.74782,STN-KA-BSD-0003,KA-BSD,"Near Bagalkote PS-4, Bagalkote",Unspecified,,0.5,24/7,50
