station_id,name,district_id,district_name,taluk,station_type,jurisdiction_area_km2,population_served,officer_quota,latitude,longitude,established_year,is_cyber_cell,is_traffic_cell,phone,address
STN-KA-SHV-0012,Sagar PS-13,KA-SHV,Shivamogga,Sagar,rural,300.13,15492,5,13.997843,75.129066,1979,false,true,080-29122292,"Near Court Complex, Sagar, Shivamogga"
STN-KA-SHV-0013,Sagar PS-14,KA-SHV,Shivamogga,Sagar,rural,426.3,6861,10,14.158182,75.51899,1990,false,true,080-27148295,"Near Taluk Office, Sagar, Shivamogga"
STN-KA-SHV-0014,Sagar PS-15,KA-SHV,Shivamogga,Sagar,rural,277.98,9674,12,14.037727,75.233192,2011,false,false,080-25777340,"Near Court Complex, Sagar, Shivamogga"
STN-KA-SHV-0015,Hosanagara PS-16,KA-SHV,Shivamogga,Hosanagara,town,109.11,31206,26,14.250257,75.620768,1956,true,false,080-20088762,"Near Main Road, Hosanagara, Shivamogga"
STN-KA-SHV-0016,Hosanagara PS-17,KA-SHV,Shivamogga,Hosanagara,town,102.03,39067,29,14.207146,75.737616,2001,false,false,080-20964069,"Near Bus Stand, Hosanagara, Shivamogga"
STN-KA-SHV-0017,Hosanagara PS-18,KA-SHV,Shivamogga,Hosanagara,rural,379.91,12371,12,14.06107,75.108504,1971,false,false,080-20004819,"Near Bus Stand, Hosanagara, Shivamogga"
STN-KA-TKR-0000,Tumakuru Town PS,KA-TKR,Tumakuru,Tumakuru,town,123.56,63143,10,13.919177,76.939674,1994,false,false,080-23796608,"Near Bus Stand, Tumakuru, Tumakuru"
STN-KA-TKR-0001,Tumakuru PS-2,KA-TKR,Tumakuru,Tumakuru,rural,241.39,6488,12,13.294252,77.257612,2015,false,false,080-29645118,"Near Taluk Office, Tumakuru, Tumakuru"
STN-KA-TKR-0002,Tumakuru PS-3,KA-TKR,Tumakuru,Tumakuru,rural,419.49,18035,4,13.48197,76.706256,1998,false,false,080-23857587,"Near Taluk Office, Tumakuru, Tumakuru"
STN-KA-TKR-0003,Tumakuru PS-4,KA-TKR,Tumakuru,Tumakuru,rural,153.4,11134,10,13.673698,77.15686,1959,false,true,080-25265911,"Near Taluk Office, Tumakuru, Tumakuru"
STN-KA-TKR-0004,Tumakuru PS-5,KA-TKR,Tumakuru,Tumakuru,town,62.29,34925,16,13.735429,77.198194,1976,false,false,080-25973148,"Near Bus Stand, Tumakuru, Tumakuru"
STN-KA-TKR-0005,Tumakuru PS-6,KA-TKR,Tumakuru,Tumakuru,town,39.42,10868,25,13.620667,76.893872,1985,false,false,080-28575399,"Near Taluk Office, Tumakuru, Tumakuru"
STN-KA-TKR-0006,Tiptur PS-7,KA-TKR,Tumakuru,Tiptur,rural,168.95,18673,4,13.502475,76.814974,1972,false,true,080-28694039,"Near Court Complex, Tiptur, Tumakuru"
STN-KA-TKR-0007,Tiptur PS-8,KA-TKR,Tumakuru,Tiptur,rural,223.76,13663,8,13.187152,76.710279,1984,false,false,080-26139188,"Near Bus Stand, Tiptur, Tumakuru"
STN-KA-TKR-0008,Gubbi PS-9,KA-TKR,Tumakuru,Gubbi,rural,413.27,12162,6,13.979272,77.04881,1962,false,false,080-29317059,"Near Court Complex, Gubbi, Tumakuru"
STN-KA-TKR-0009,Gubbi PS-10,KA-TKR,Tumakuru,Gubbi,rural,408.49,8787,6,13.995562,77.179512,1990,false,false,080-29431118,"Near Main Road, Gubbi, Tumakuru"
STN-KA-TKR-0010,Sira PS-11,KA-TKR,Tumakuru,Sira,rural,225.41,6155,8,13.360962,76.94828,1982,false,false,080-25890320,"Near Bus Stand, Sira, Tumakuru"
STN-KA-TKR-0011,Sira PS-12,KA-TKR,Tumakuru,Sira,town,64.15,73896,12,13.613664,76.871002,1968,false,false,080-25660436,"Near Court Complex, Sira, Tumakuru"
STN-KA-TKR-0012,Pavagada PS-13,KA-TKR,Tumakuru,Pavagada,rural,206.7,13383,8,13.605385,76.816364,2006,false,false,080-29846879,"Near Court Complex, Pavagada, Tumakuru"
STN-KA-TKR-0013,Pavagada PS-14,KA-TKR,Tumakuru,Pavagada,rural,193.76,5623,10,13.103009,76.551034,2010,false,true,080-26660764,"Near Main Road, Pavagada, Tumakuru"
STN-KA-TKR-0014,Madhugiri PS-15,KA-TKR,Tumakuru,Madhugiri,town,48.63,50549,19,13.626481,76.605022,1971,true,false,080-25455972,"Near Court Complex, Madhugiri, Tumakuru"
STN-KA-TKR-0015,Madhugiri PS-16,KA-TKR,Tumakuru,Madhugiri,rural,245.35,8801,11,13.631048,77.008681,2005,false,false,080-25195254,"Near Taluk Office, Madhugiri, Tumakuru"
STN-KA-TKR-0016,Chikkanayakanahalli PS-17,KA-TKR,Tumakuru,Chikkanayakanahalli,rural,304.65,11513,4,13.000092,77.152304,1967,false,false,080-20139537,"Near Court Complex, Chikkanayakanahalli, Tumakuru"
STN-KA-TKR-0017,Chikkanayakanahalli PS-18,KA-TKR,Tumakuru,Chikkanayakanahalli,rural,429.29,3236,7,13.411736,76.948443,2000,false,false,080-26538471,"Near Court Complex, Chikkanayakanahalli, Tumakuru"
STN-KA-RCR-0000,Raichur Town PS,KA-RCR,Raichur,Raichur,town,80.67,45633,27,16.147742,77.482786,1973,true,true,080-27639388,"Near Court Complex, Raichur, Raichur"
STN-KA-RCR-0001,Raichur PS-2,KA-RCR,Raichur,Raichur,rural,262.23,3725,8,16.061517,77.372157,1951,false,true,080-28280890,"Near Bus Stand, Raichur, Raichur"
STN-KA-RCR-0002,Raichur PS-3,KA-RCR,Raichur,Raichur,rural,324.44,4039,6,15.933623,77.420522,1959,false,true,080-24195637,"Near Court Complex, Raichur, Raichur"
STN-KA-RCR-0003,Raichur PS-4,KA-RCR,Raichur,Raichur,town,122.18,68059,11,16.176501,77.416797,1976,false,false,080-25236326,"Near Taluk Office, Raichur, Raichur"
STN-KA-RCR-0004,Raichur PS-5,KA-RCR,Raichur,Raichur,town,35.06,26009,30,16.019234,77.510016,1977,false,true,080-27284023,"Near Taluk Office, Raichur, Raichur"
STN-KA-RCR-0005,Raichur PS-6,KA-RCR,Raichur,Raichur,town,63.13,41862,28,16.313044,76.923994,1961,false,false,080-25677780,"Near Main Road, Raichur, Raichur"
STN-KA-RCR-0006,Manvi PS-7,KA-RCR,Raichur,Manvi,town,48.47,26492,20,16.373137,77.405358,2006,false,true,080-26337911,"Near Taluk Office, Manvi, Raichur"
STN-KA-RCR-0007,Manvi PS-8,KA-RCR,Raichur,Manvi,town,34.74,48628,28,16.226172,77.058945,2009,false,false,080-29303307,"Near Bus Stand, Manvi, Raichur"
STN-KA-RCR-0008,Manvi PS-9,KA-RCR,Raichur,Manvi,town,83.93,58118,30,16.127426,76.948427,1952,false,false,080-24006173,"Near Taluk Office, Manvi, Raichur"
STN-KA-RCR-0009,Devadurga PS-10,KA-RCR,Raichur,Devadurga,town,94.67,75214,19,16.145883,77.057619,1962,false,true,080-22177250,"Near Bus Stand, Devadurga, Raichur"
STN-KA-RCR-0010,Devadurga PS-11,KA-RCR,Raichur,Devadurga,town,88.24,60934,29,15.929451,76.976578,1959,true,false,080-28244416,"Near Main Road, Devadurga, Raichur"
STN-KA-RCR-0011,Devadurga PS-12,KA-RCR,Raichur,Devadurga,rural,345.31,4910,8,16.217412,77.38744,1988,true,true,080-28715516,"Near Main Road, Devadurga, Raichur"
STN-KA-RCR-0012,Lingasugur PS-13,KA-RCR,Raichur,Lingasugur,town,93.8,42605,27,16.347665,77.413027,1995,false,false,080-27165129,"Near Main Road, Lingasugur, Raichur"
STN-KA-RCR-0013,Lingasugur PS-14,KA-RCR,Raichur,Lingasugur,town,96.0,30732,21,16.230049,77.59748,1997,false,false,080-25426605,"Near Bus Stand, Lingasugur, Raichur"
STN-KA-RCR-0014,Lingasugur PS-15,KA-RCR,Raichur,Lingasugur,town,96.03,69297,22,16.335788,77.586365,1952,false,false,080-25064062,"Near Main Road, Lingasugur, Raichur"
STN-KA-RCR-0015,Sindhanur PS-16,KA-RCR,Raichur,Sindhanur,rural,260.22,19753,6,15.956572,77.168296,1969,true,false,080-29766952,"Near Bus Stand, Sindhanur, Raichur"
STN-KA-RCR-0016,Sindhanur PS-17,KA-RCR,Raichur,Sindhanur,town,66.04,38499,20,16.003741,77.460564,1962,false,false,080-29668436,"Near Court Complex, Sindhanur, Raichur"
STN-KA-RCR-0017,Sindhanur PS-18,KA-RCR,Raichur,Sindhanur,town,140.62,66925,13,16.348607,77.479583,1951,false,false,080-20908116,"Near Taluk Office, Sindhanur, Raichur"
STN-KA-BDR-0000,Bidar Town PS,KA-BDR,Bidar,Bidar,town,97.79,38940,22,18.102272,77.317729,1961,false,true,080-26615632,"Near Bus Stand, Bidar, Bidar"
STN-KA-BDR-0001,Bidar PS-2,KA-BDR,Bidar,Bidar,town,87.1,62322,22,17.847593,77.428083,1967,false,true,080-26632348,"Near Bus Stand, Bidar, Bidar"
STN-KA-BDR-0002,Bidar PS-3,KA-BDR,Bidar,Bidar,town,61.95,21743,23,17.792214,76.971441,1994,false,true,080-25114011,"Near Bus Stand, Bidar, Bidar"
STN-KA-BDR-0003,Bidar PS-4,KA-BDR,Bidar,Bidar,rural,304.77,4470,7,18.048287,76.940392,1960,true,true,080-22477610,"Near Taluk Office, Bidar, Bidar"
STN-KA-BDR-0004,Bidar PS-5,KA-BDR,Bidar,Bidar,town,126.51,12981,27,17.663041,77.270939,1983,false,false,080-22371416,"Near Main Road, Bidar, Bidar"
STN-KA-BDR-0005,Bidar PS-6,KA-BDR,Bidar,Bidar,rural,165.22,12306,8,17.542468,77.389282,1951,true,false,080-26043474,"Near Main Road, Bidar, Bidar"
STN-KA-BDR-0006,Basavakalyan PS-7,KA-BDR,Bidar,Basavakalyan,town,136.01,76655,20,18.193418,77.278405,1973,true,false,080-29406775,"Near Main Road, Basavakalyan, Bidar"
STN-KA-BDR-0007,Basavakalyan PS-8,KA-BDR,Bidar,Basavakalyan,town,93.53,30578,21,18.000185,77.012584,2014,false,true,080-24323142,"Near Court Complex, Basavakalyan, Bidar"
STN-KA-BDR-0008,Basavakalyan PS-9,KA-BDR,Bidar,Basavakalyan,town,143.89,61491,22,18.268485,77.351204,1979,false,false,080-27154895,"Near Taluk Office, Basavakalyan, Bidar"
STN-KA-BDR-0009,Aurad PS-10,KA-BDR,Bidar,Aurad,rural,378.37,7525,6,17.844051,77.618102,1968,false,false,080-22651604,"Near Taluk Office, Aurad, Bidar"
STN-KA-BDR-0010,Aurad PS-11,KA-BDR,Bidar,Aurad,town,143.83,29073,20,18.268957,77.073013,1985,true,true,080-22206973,"Near Bus Stand, Aurad, Bidar"
STN-KA-BDR-0011,Aurad PS-12,KA-BDR,Bidar,Aurad,town,103.44,40266,10,17.56358,77.501844,1967,false,false,080-26273997,"Near Bus Stand, Aurad, Bidar"
STN-KA-BDR-0012,Bhalki PS-13,KA-BDR,Bidar,Bhalki,rural,217.64,3491,10,17.678043,77.404205,1975,false,true,080-27369982,"Near Court Complex, Bhalki, Bidar"
STN-KA-BDR-0013,Bhalki PS-14,KA-BDR,Bidar,Bhalki,rural,299.64,15464,10,17.989204,77.468221,1954,false,false,080-20711620,"Near Bus Stand, Bhalki, Bidar"
STN-KA-BDR-0014,Bhalki PS-15,KA-BDR,Bidar,Bhalki,rural,285.59,9221,10,18.207518,77.496309,1986,false,false,080-20915141,"Near Bus Stand, Bhalki, Bidar"
STN-KA-BDR-0015,Humnabad PS-16,KA-BDR,Bidar,Humnabad,rural,402.93,7433,9,17.860709,76.960991,1975,false,true,080-25437072,"Near Bus Stand, Humnabad, Bidar"
STN-KA-BDR-0016,Humnabad PS-17,KA-BDR,Bidar,Humnabad,town,114.75,78657,26,17.802943,77.142546,1971,false,false,080-22518087,"Near Bus Stand, Humnabad, Bidar"
STN-KA-BDR-0017,Humnabad PS-18,KA-BDR,Bidar,Humnabad,town,115.45,68491,15,18.218834,77.66439,1950,false,true,080-27694746,"Near Court Complex, Humnabad, Bidar"
STN-KA-VJP-0000,Vijayapura Rural PS,KA-VJP,Vijayapura,Vijayapura,rural,458.95,18588,11,16.655583,76.100102,1981,false,true,080-29354114,"Near Bus Stand, Vijayapura, Vijayapura"
STN-KA-VJP-0001,Vijayapura PS-2,KA-VJP,Vijayapura,Vijayapura,town,36.61,14250,12,16.676221,76.493735,1970,false,false,080-29981923,"Near Bus Stand, Vijayapura, Vijayapura"
STN-KA-VJP-0002,Vijayapura PS-3,KA-VJP,Vijayapura,Vijayapura,rural,162.54,13578,5,17.130909,76.34331,1958,false,true,080-24603979,"Near Taluk Office, Vijayapura, Vijayapura"
STN-KA-VJP-0003,Vijayapura PS-4,KA-VJP,Vijayapura,Vijayapura,rural,364.22,5872,8,16.898938,76.347798,1983,false,false,080-25936673,"Near Bus Stand, Vijayapura, Vijayapura"
STN-KA-VJP-0004,Vijayapura PS-5,KA-VJP,Vijayapura,Vijayapura,rural,322.38,12518,5,16.616791,76.125461,1965,false,true,080-26956372,"Near Court Complex, Vijayapura, Vijayapura"
STN-KA-VJP-0005,Vijayapura PS-6,KA-VJP,Vijayapura,Vijayapura,town,97.25,36370,12,16.810199,76.049994,1950,true,false,080-26644605,"Near Main Road, Vijayapura, Vijayapura"
STN-KA-VJP-0006,Basavana Bagewadi PS-7,KA-VJP,Vijayapura,Basavana Bagewadi,town,130.06,72193,14,16.70877,75.960618,1992,false,false,080-20939897,"Near Taluk Office, Basavana Bagewadi, Vijayapura"
STN-KA-VJP-0007,Basavana Bagewadi PS-8,KA-VJP,Vijayapura,Basavana Bagewadi,rural,352.09,5169,4,16.837407,75.875241,1971,false,false,080-29985662,"Near Main Road, Basavana Bagewadi, Vijayapura"
STN-KA-VJP-0008,Basavana Bagewadi PS-9,KA-VJP,Vijayapura,Basavana Bagewadi,rural,161.07,19287,9,16.916334,76.450727,1977,false,true,080-26278297,"Near Main Road, Basavana Bagewadi, Vijayapura"
STN-KA-VJP-0009,Indi PS-10,KA-VJP,Vijayapura,Indi,town,83.25,75543,20,17.112709,76.023628,1991,true,false,080-28659503,"Near Bus Stand, Indi, Vijayapura"
STN-KA-VJP-0010,Indi PS-11,KA-VJP,Vijayapura,Indi,town,85.12,25182,11,16.833303,76.389186,1963,false,false,080-25242557,"Near Main Road, Indi, Vijayapura"
STN-KA-VJP-0011,Indi PS-12,KA-VJP,Vijayapura,Indi,rural,220.19,13457,5,16.790858,75.657496,1964,true,false,080-28624506,"Near Main Road, Indi, Vijayapura"
STN-KA-VJP-0012,Muddebihal PS-13,KA-VJP,Vijayapura,Muddebihal,town,95.92,47128,12,17.029284,75.838739,2006,true,true,080-20846511,"Near Main Road, Muddebihal, Vijayapura"
STN-KA-VJP-0013,Muddebihal PS-14,KA-VJP,Vijayapura,Muddebihal,rural,212.64,14653,7,17.099029,76.17087,1960,false,false,080-27813071,"Near Bus Stand, Muddebihal, Vijayapura"
STN-KA-VJP-0014,Muddebihal PS-15,KA-VJP,Vijayapura,Muddebihal,town,140.36,50683,17,16.700605,76.395701,1983,false,false,080-25541983,"Near Taluk Office, Muddebihal, Vijayapura"
STN-KA-VJP-0015,Sindagi PS-16,KA-VJP,Vijayapura,Sindagi,rural,189.51,8596,6,16.955565,75.905686,1963,false,false,080-25068701,"Near Court Complex, Sindagi, Vijayapura"
STN-KA-VJP-0016,Sindagi PS-17,KA-VJP,Vijayapura,Sindagi,rural,235.29,15576,7,17.169741,76.09097,2005,false,false,080-23962012,"Near Bus Stand, Sindagi, Vijayapura"
STN-KA-VJP-0017,Sindagi PS-18,KA-VJP,Vijayapura,Sindagi,town,115.43,70674,13,16.723322,76.455883,1958,false,false,080-26357071,"Near Taluk Office, Sindagi, Vijayapura"
STN-KA-BSD-0000,Bagalkote Rural PS,KA-BSD,Bagalkote,Bagalkote,rural,226.16,7807,11,16.425005,75.511986,2007,true,false,080-25311628,"Near Taluk Office, Bagalkote, Bagalkote"
STN-KA-BSD-0001,Bagalkote PS-2,KA-BSD,Bagalkote,Bagalkote,rural,401.23,3266,10,16.678109,75.882004,1957,false,false,080-20891328,"Near Main Road, Bagalkote, Bagalkote"
STN-KA-BSD-0002,Bagalkote PS-3,KA-BSD,Bagalkote,Bagalkote,rural,160.91,13424,10,16.305252,75.636095,1972,false,true,080-26452434,"Near Taluk Office, Bagalkote, Bagalkote"
STN-KA-BSD-0003,Bagalkote PS-4,KA-BSD,Bagalkote,Bagalkote,rural,384.52,5350,6,16.577071,75.589361,2005,false,true,080-22302174,"Near Court Complex, Bagalkote, Bagalkote"
STN-KA-BSD-0004,Bagalkote PS-5,KA-BSD,Bagalkote,Bagalkote,rural,475.61,17889,12,16.656057,75.507772,1978,true,false,080-29696199,"Near Court Complex, Bagalkote, Bagalkote"
STN-KA-BSD-0005,Badami PS-6,KA-BSD,Bagalkote,Badami,rural,474.3,4096,11,16.563906,75.290531,2011,false,true,080-28831661,"Near Taluk Office, Badami, Bagalkote"
STN-KA-BSD-0006,Bilagi PS-7,KA-BSD,Bagalkote,Bilagi,rural,363.52,5558,12,16.638479,75.45,1956,false,false,080-20180915,"Near Court Complex, Bilagi, Bagalkote"
STN-KA-BSD-0007,Hungund PS-8,KA-BSD,Bagalkote,Hungund,rural,406.84,12654,4,16.556041,75.678109,1988,false,false,080-21030419,"Near Court Complex, Hungund, Bagalkote"
STN-KA-BSD-0008,Jamkhandi PS-9,KA-BSD,Bagalkote,Jamkhandi,rural,252.11,12398,6,16.404477,75.881156,1985,false,false,080-24617376,"Near Taluk Office, Jamkhandi, Bagalkote"
STN-KA-BSD-0009,Mudhol PS-10,KA-BSD,Bagalkote,Mudhol,town,102.46,29809,15,16.626022,75.388957,1973,false,false,080-25752034,"Near Main Road, Mudhol, Bagalkote"
STN-KA-HSN-0000,Hassan Town PS,KA-HSN,Hassan,Hassan,town,128.61,64125,24,12.826514,76.387489,1994,true,true,080-21946062,"Near Main Road, Hassan, Hassan"
STN-KA-HSN-0001,Hassan PS-2,KA-HSN,Hassan,Hassan,town,87.15,79798,22,12.857575,76.224354,2005,true,false,080-27529960,"Near Court Complex, Hassan, Hassan"
STN-KA-HSN-0002,Hassan PS-3,KA-HSN,Hassan,Hassan,rural,164.36,17148,8,12.90098,76.01367,1962,false,false,080-27736118,"Near Bus Stand, Hassan, Hassan"
STN-KA-HSN-0003,Arsikere PS-4,KA-HSN,Hassan,Arsikere,town,111.33,11386,12,12.946749,76.220211,2007,false,false,080-24226115,"Near Bus Stand, Arsikere, Hassan"
STN-KA-HSN-0004,Arsikere PS-5,KA-HSN,Hassan,Arsikere,town,41.03,38419,13,13.213864,75.903926,1973,false,false,080-24250268,"Near Taluk Office, Arsikere, Hassan"
STN-KA-HSN-0005,Arsikere PS-6,KA-HSN,Hassan,Arsikere,rural,308.71,13597,5,12.866372,75.84991,1999,false,true,080-24440339,"Near Bus Stand, Arsikere, Hassan"
STN-KA-HSN-0006,Belur PS-7,KA-HSN,Hassan,Belur,rural,220.23,19123,12,13.161224,75.974709,1963,false,false,080-21732870,"Near Main Road, Belur, Hassan"
STN-KA-HSN-0007,Belur PS-8,KA-HSN,Hassan,Belur,town,117.31,75234,30,13.259736,76.331685,1984,true,false,080-26565434,"Near Main Road, Belur, Hassan"
STN-KA-HSN-0008,Belur PS-9,KA-HSN,Hassan,Belur,rural,404.72,10400,11,12.772722,76.228243,1995,false,false,080-20926012,"Near Main Road, Belur, Hassan"
STN-KA-HSN-0009,Channarayapatna PS-10,KA-HSN,Hassan,Channarayapatna,rural,178.16,9655,4,13.280508,76.328587,1988,false,false,080-26027401,"Near Court Complex, Channarayapatna, Hassan"
STN-KA-HSN-0010,Channarayapatna PS-11,KA-HSN,Hassan,Channarayapatna,town,82.56,35309,28,12.99354,75.850394,1989,false,false,080-27538125,"Near Main Road, Channarayapatna, Hassan"
STN-KA-HSN-0011,Channarayapatna PS-12,KA-HSN,Hassan,Channarayapatna,town,70.53,25491,30,12.975022,76.342462,1969,false,true,080-21208521,"Near Main Road, Channarayapatna, Hassan"
STN-KA-HSN-0012,Holenarasipur PS-13,KA-HSN,Hassan,Holenarasipur,town,32.29,16003,30,12.708619,76.306129,1989,false,true,080-22863692,"Near Main Road, Holenarasipur, Hassan"
STN-KA-HSN-0013,Holenarasipur PS-14,KA-HSN,Hassan,Holenarasipur,town,101.4,36560,22,12.772481,76.347271,1967,false,false,080-23577436,"Near Main Road, Holenarasipur, Hassan"
STN-KA-HSN-0014,Holenarasipur PS-15,KA-HSN,Hassan,Holenarasipur,town,44.49,32026,15,12.846187,76.265589,1967,true,false,080-26310431,"Near Bus Stand, Holenarasipur, Hassan"
STN-KA-HSN-0015,Sakleshpur PS-16,KA-HSN,Hassan,Sakleshpur,town,39.69,47189,25,12.823696,76.311861,2007,false,false,080-20631179,"Near Bus Stand, Sakleshpur, Hassan"
STN-KA-HSN-0016,Sakleshpur PS-17,KA-HSN,Hassan,Sakleshpur,rural,439.27,16722,7,12.815142,76.589283,1962,false,false,080-29055046,"Near Bus Stand, Sakleshpur, Hassan"
STN-KA-HSN-0017,Sakleshpur PS-18,KA-HSN,Hassan,Sakleshpur,rural,246.75,7889,11,12.805794,76.336114,1955,true,false,080-23516332,"Near Court Complex, Sakleshpur, Hassan"
STN-KA-CKM-0000,Chikkamagaluru Rural PS,KA-CKM,Chikkamagaluru,Chikkamagaluru,rural,415.44,4718,6,13.079023,75.614533,2015,true,false,080-27462856,"Near Taluk Office, Chikkamagaluru, Chikkamagaluru"
STN-KA-CKM-0001,Chikkamagaluru PS-2,KA-CKM,Chikkamagaluru,Chikkamagaluru,rural,263.99,13686,7,13.368874,76.034943,1998,false,true,080-29816219,"Near Court Complex, Chikkamagaluru, Chikkamagaluru"
STN-KA-CKM-0002,Chikkamagaluru PS-3,KA-CKM,Chikkamagaluru,Chikkamagaluru,town,47.39,33338,14,13.359911,75.916011,1984,false,true,080-29540629,"Near Main Road, Chikkamagaluru, Chikkamagaluru"
STN-KA-CKM-0003,Chikkamagaluru PS-4,KA-CKM,Chikkamagaluru,Chikkamagaluru,rural,310.5,10204,6,13.394773,75.919,1971,false,false,080-23853765,"Near Main Road, Chikkamagaluru, Chikkamagaluru"
STN-KA-CKM-0004,Chikkamagaluru PS-5,KA-CKM,Chikkamagaluru,Chikkamagaluru,rural,498.48,18163,10,13.368089,75.723327,1991,false,true,080-29928280,"Near Bus Stand, Chikkamagaluru, Chikkamagaluru"
STN-KA-CKM-0005,Kadur PS-6,KA-CKM,Chikkamagaluru,Kadur,town,35.31,76088,26,13.239635,75.999009,1962,false,true,080-29369856,"Near Main Road, Kadur, Chikkamagaluru"
STN-KA-CKM-0006,Koppa PS-7,KA-CKM,Chikkamagaluru,Koppa,rural,253.53,3521,6,13.351652,76.028961,1953,false,false,080-22325723,"Near Court Complex, Koppa, Chikkamagaluru"
STN-KA-CKM-0007,Mudigere PS-8,KA-CKM,Chikkamagaluru,Mudigere,rural,312.5,5316,12,13.016357,75.812951,1984,false,false,080-29650747,"Near Bus Stand, Mudigere, Chikkamagaluru"
STN-KA-CKM-0008,Sringeri PS-9,KA-CKM,Chikkamagaluru,Sringeri,town,70.28,57708,22,13.232676,75.620437,1996,true,false,080-21124172,"Near Bus Stand, Sringeri, Chikkamagaluru"
STN-KA-CKM-0009,Tarikere PS-10,KA-CKM,Chikkamagaluru,Tarikere,rural,189.75,10387,8,13.251783,75.811465,1956,true,false,080-28157533,"Near Main Road, Tarikere, Chikkamagaluru"
STN-KA-KDG-0000,Madikeri Rural PS,KA-KDG,Kodagu,Madikeri,rural,336.5,15063,7,12.602713,75.920512,1960,false,true,080-21290961,"Near Main Road, Madikeri, Kodagu"
STN-KA-KDG-0001,Madikeri PS-2,KA-KDG,Kodagu,Madikeri,rural,323.72,3743,12,12.638549,75.931733,2003,false,false,080-24890840,"Near Bus Stand, Madikeri, Kodagu"
STN-KA-KDG-0002,Madikeri PS-3,KA-KDG,Kodagu,Madikeri,town,126.24,54024,20,12.237534,76.066099,2006,false,false,080-25142132,"Near Bus Stand, Madikeri, Kodagu"
STN-KA-KDG-0003,Madikeri PS-4,KA-KDG,Kodagu,Madikeri,rural,250.85,7860,11,12.660592,76.033041,1970,false,true,080-22942041,"Near Bus Stand, Madikeri, Kodagu"
STN-KA-KDG-0004,Somwarpet PS-5,KA-KDG,Kodagu,Somwarpet,rural,260.82,11533,7,12.306239,75.624282,1990,false,true,080-27523391,"Near Bus Stand, Somwarpet, Kodagu"
STN-KA-KDG-0005,Somwarpet PS-6,KA-KDG,Kodagu,Somwarpet,rural,475.87,18009,6,11.803865,76.116946,2014,false,false,080-27950901,"Near Taluk Office, Somwarpet, Kodagu"
STN-KA-KDG-0006,Somwarpet PS-7,KA-KDG,Kodagu,Somwarpet,rural,472.8,18695,6,12.410208,75.681813,1953,false,false,080-27482180,"Near Taluk Office, Somwarpet, Kodagu"
STN-KA-KDG-0007,Virajpete PS-8,KA-KDG,Kodagu,Virajpete,town,102.98,39116,10,12.284571,75.911821,1961,false,false,080-28228643,"Near Taluk Office, Virajpete, Kodagu"
STN-KA-KDG-0008,Virajpete PS-9,KA-KDG,Kodagu,Virajpete,town,73.33,66051,21,12.056185,75.845949,2007,false,true,080-27452780,"Near Court Complex, Virajpete, Kodagu"
STN-KA-KDG-0009,Virajpete PS-10,KA-KDG,Kodagu,Virajpete,rural,489.63,7573,5,11.929275,75.812262,1992,true,false,080-26304414,"Near Main Road, Virajpete, Kodagu"
STN-KA-UDR-0000,Udupi  PS,KA-UDR,Udupi,Udupi,city,15.24,341406,36,13.373678,74.894351,1988,false,false,080-29383179,"Near Court Complex, Udupi, Udupi"
STN-KA-UDR-0001,Udupi PS-2,KA-UDR,Udupi,Udupi,town,30.29,71936,19,13.307623,75.144076,1981,true,false,080-28272010,"Near Main Road, Udupi, Udupi"
STN-KA-UDR-0002,Udupi PS-3,KA-UDR,Udupi,Udupi,town,97.87,72395,26,13.707168,74.697708,1957,true,false,080-22273269,"Near Taluk Office, Udupi, Udupi"
STN-KA-UDR-0003,Udupi PS-4,KA-UDR,Udupi,Udupi,town,73.34,16385,26,13.50832,75.059865,1973,false,false,080-22804075,"Near Taluk Office, Udupi, Udupi"
STN-KA-UDR-0004,Udupi PS-5,KA-UDR,Udupi,Udupi,town,112.2,57516,28,13.693989,74.607739,1986,false,false,080-25709506,"Near Bus Stand, Udupi, Udupi"
STN-KA-UDR-0005,Udupi PS-6,KA-UDR,Udupi,Udupi,city,10.45,466864,43,13.269939,74.678739,1952,false,false,080-26082891,"Near Bus Stand, Udupi, Udupi"
STN-KA-UDR-0006,Udupi PS-7,KA-UDR,Udupi,Udupi,rural,417.26,12983,7,13.277229,75.016547,1979,false,true,080-21318772,"Near Court Complex, Udupi, Udupi"
STN-KA-UDR-0007,Udupi PS-8,KA-UDR,Udupi,Udupi,city,6.94,72291,31,13.481449,75.145118,1955,true,false,080-21619061,"Near Main Road, Udupi, Udupi"
STN-KA-UDR-0008,Udupi PS-9,KA-UDR,Udupi,Udupi,town,54.0,21898,18,13.411322,75.113083,1980,false,true,080-29699473,"Near Main Road, Udupi, Udupi"
STN-KA-UDR-0009,Kundapura PS-10,KA-UDR,Udupi,Kundapura,town,145.71,10567,16,13.710778,74.884829,1973,false,false,080-23034134,"Near Taluk Office, Kundapura, Udupi"
STN-KA-UDR-0010,Kundapura PS-11,KA-UDR,Udupi,Kundapura,rural,292.65,7050,12,13.281547,75.057364,1986,false,true,080-25504863,"Near Court Complex, Kundapura, Udupi"
STN-KA-UDR-0011,Kundapura PS-12,KA-UDR,Udupi,Kundapura,city,14.62,410210,47,13.790977,74.856777,1958,false,false,080-26164643,"Near Bus Stand, Kundapura, Udupi"
