camera_id,latitude,longitude,district_id,station_id,camera_type,resolution,coverage_radius,orientation,field_of_view,installation_height,day_night,operational_status
CAM-007537,13.31241,74.72532,KA-UDR,STN-KA-UDR-0002,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007538,13.32048,74.71341,KA-UDR,STN-KA-UDR-0002,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007539,13.32271,74.70652,KA-UDR,STN-KA-UDR-0002,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007540,13.33888,74.71848,KA-UDR,STN-KA-UDR-0002,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007541,13.33812,74.70461,KA-UDR,STN-KA-UDR-0002,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007542,13.35653,74.73519,KA-UDR,STN-KA-UDR-0002,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007543,13.32965,74.69288,KA-UDR,STN-KA-UDR-0002,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007544,13.31007,74.73587,KA-UDR,STN-KA-UDR-0002,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007545,13.35804,74.69382,KA-UDR,STN-KA-UDR-0002,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007546,13.33876,74.71747,KA-UDR,STN-KA-UDR-0002,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007547,13.68975,74.6605,KA-UDR,STN-KA-UDR-0003,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007548,13.67196,74.67064,KA-UDR,STN-KA-UDR-0003,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007549,13.68306,74.68203,KA-UDR,STN-KA-UDR-0003,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007550,13.69707,74.66595,KA-UDR,STN-KA-UDR-0003,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007551,13.66455,74.70224,KA-UDR,STN-KA-UDR-0003,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007552,13.66646,74.65121,KA-UDR,STN-KA-UDR-0003,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007553,13.66057,74.68818,KA-UDR,STN-KA-UDR-0003,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007554,13.66732,74.66986,KA-UDR,STN-KA-UDR-0003,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007555,13.6667,74.69264,KA-UDR,STN-KA-UDR-0003,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007556,13.67951,74.68856,KA-UDR,STN-KA-UDR-0003,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007557,13.65647,74.69432,KA-UDR,STN-KA-UDR-0003,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007558,13.69452,74.67028,KA-UDR,STN-KA-UDR-0003,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007559,13.66085,74.69079,KA-UDR,STN-KA-UDR-0003,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007560,13.68896,74.69567,KA-UDR,STN-KA-UDR-0003,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007561,13.6832,74.66479,KA-UDR,STN-KA-UDR-0003,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007562,13.65222,74.66288,KA-UDR,STN-KA-UDR-0003,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007563,13.67782,74.70113,KA-UDR,STN-KA-UDR-0003,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007564,13.70679,74.68767,KA-UDR,STN-KA-UDR-0003,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007565,13.69914,74.67135,KA-UDR,STN-KA-UDR-0003,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007566,13.65257,74.67589,KA-UDR,STN-KA-UDR-0003,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007567,13.69712,74.67991,KA-UDR,STN-KA-UDR-0003,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007568,13.6652,74.69213,KA-UDR,STN-KA-UDR-0003,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007569,13.65761,74.69368,KA-UDR,STN-KA-UDR-0003,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007570,13.26231,74.91927,KA-UDR,STN-KA-UDR-0004,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007571,13.26585,74.93058,KA-UDR,STN-KA-UDR-0004,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007572,13.23562,74.9676,KA-UDR,STN-KA-UDR-0004,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007573,13.26967,74.95705,KA-UDR,STN-KA-UDR-0004,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007574,13.27178,74.96731,KA-UDR,STN-KA-UDR-0004,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007575,13.24979,74.95529,KA-UDR,STN-KA-UDR-0004,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007576,13.22601,74.94161,KA-UDR,STN-KA-UDR-0004,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007577,13.26623,74.92217,KA-UDR,STN-KA-UDR-0004,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007578,13.22361,74.95862,KA-UDR,STN-KA-UDR-0004,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007579,13.23613,74.94639,KA-UDR,STN-KA-UDR-0004,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007580,13.27786,74.97493,KA-UDR,STN-KA-UDR-0004,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007581,13.27743,74.97499,KA-UDR,STN-KA-UDR-0004,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007582,13.22066,74.9457,KA-UDR,STN-KA-UDR-0004,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007583,13.24877,74.94845,KA-UDR,STN-KA-UDR-0004,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007584,13.25775,74.9482,KA-UDR,STN-KA-UDR-0004,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007585,13.27622,74.93533,KA-UDR,STN-KA-UDR-0004,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007586,13.23869,74.9648,KA-UDR,STN-KA-UDR-0004,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007587,13.25892,74.94031,KA-UDR,STN-KA-UDR-0004,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007588,13.26445,74.92875,KA-UDR,STN-KA-UDR-0004,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007589,13.25407,74.96593,KA-UDR,STN-KA-UDR-0004,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007590,13.22843,74.93299,KA-UDR,STN-KA-UDR-0004,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007591,13.27976,74.95406,KA-UDR,STN-KA-UDR-0004,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007592,13.27766,74.97181,KA-UDR,STN-KA-UDR-0004,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007593,13.25025,74.93156,KA-UDR,STN-KA-UDR-0004,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007594,13.26282,74.66574,KA-UDR,STN-KA-UDR-0005,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007595,13.2942,74.64215,KA-UDR,STN-KA-UDR-0005,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007596,13.27487,74.67286,KA-UDR,STN-KA-UDR-0005,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007597,13.31497,74.65212,KA-UDR,STN-KA-UDR-0005,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007598,13.28074,74.67739,KA-UDR,STN-KA-UDR-0005,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007599,13.30517,74.65555,KA-UDR,STN-KA-UDR-0005,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007600,13.29557,74.63797,KA-UDR,STN-KA-UDR-0005,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007601,13.27055,74.64135,KA-UDR,STN-KA-UDR-0005,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007602,13.28745,74.66488,KA-UDR,STN-KA-UDR-0005,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007603,13.26238,74.68554,KA-UDR,STN-KA-UDR-0005,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007604,13.26,74.69533,KA-UDR,STN-KA-UDR-0005,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007605,13.27445,74.66712,KA-UDR,STN-KA-UDR-0005,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007606,13.28581,74.65175,KA-UDR,STN-KA-UDR-0005,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007607,13.27176,74.66371,KA-UDR,STN-KA-UDR-0005,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007608,13.28745,74.65001,KA-UDR,STN-KA-UDR-0005,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007609,13.27634,74.68048,KA-UDR,STN-KA-UDR-0005,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007610,13.44846,75.12545,KA-UDR,STN-KA-UDR-0006,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007611,13.50118,75.11497,KA-UDR,STN-KA-UDR-0006,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007612,13.50181,75.12911,KA-UDR,STN-KA-UDR-0006,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007613,13.47491,75.13823,KA-UDR,STN-KA-UDR-0006,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007614,13.4709,75.1048,KA-UDR,STN-KA-UDR-0006,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007615,13.4514,75.1078,KA-UDR,STN-KA-UDR-0006,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007616,13.49216,75.08687,KA-UDR,STN-KA-UDR-0006,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007617,13.5015,75.10354,KA-UDR,STN-KA-UDR-0006,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007618,13.44994,75.09171,KA-UDR,STN-KA-UDR-0006,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007619,13.48998,75.12154,KA-UDR,STN-KA-UDR-0006,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007620,13.45899,75.09443,KA-UDR,STN-KA-UDR-0006,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007621,13.44394,75.11319,KA-UDR,STN-KA-UDR-0006,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007622,13.48077,75.11431,KA-UDR,STN-KA-UDR-0006,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007623,13.46942,75.11696,KA-UDR,STN-KA-UDR-0006,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007624,13.47459,75.14194,KA-UDR,STN-KA-UDR-0006,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007625,13.46574,75.09286,KA-UDR,STN-KA-UDR-0006,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007626,13.64075,75.16586,KA-UDR,STN-KA-UDR-0007,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007627,13.67645,75.17354,KA-UDR,STN-KA-UDR-0007,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007628,13.64095,75.2127,KA-UDR,STN-KA-UDR-0007,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007629,13.69048,75.16434,KA-UDR,STN-KA-UDR-0007,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007630,13.65156,75.17669,KA-UDR,STN-KA-UDR-0007,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007631,13.68933,75.17965,KA-UDR,STN-KA-UDR-0007,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007632,13.65225,75.20905,KA-UDR,STN-KA-UDR-0007,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007633,13.6615,75.16974,KA-UDR,STN-KA-UDR-0007,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007634,13.6511,75.20336,KA-UDR,STN-KA-UDR-0007,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007635,13.68948,75.19889,KA-UDR,STN-KA-UDR-0007,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007636,13.63936,75.16683,KA-UDR,STN-KA-UDR-0007,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007637,13.68499,75.17953,KA-UDR,STN-KA-UDR-0007,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007638,13.69033,75.18211,KA-UDR,STN-KA-UDR-0007,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007639,13.64639,75.20751,KA-UDR,STN-KA-UDR-0007,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007640,13.68245,75.19085,KA-UDR,STN-KA-UDR-0007,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007641,13.65036,75.16472,KA-UDR,STN-KA-UDR-0007,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007642,13.67211,75.20393,KA-UDR,STN-KA-UDR-0007,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007643,13.68964,75.21089,KA-UDR,STN-KA-UDR-0007,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007644,13.6816,75.18519,KA-UDR,STN-KA-UDR-0007,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007645,13.64016,75.21266,KA-UDR,STN-KA-UDR-0007,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007646,13.64467,75.1616,KA-UDR,STN-KA-UDR-0007,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007647,13.68669,75.21345,KA-UDR,STN-KA-UDR-0007,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007648,13.68578,75.19179,KA-UDR,STN-KA-UDR-0007,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007649,13.65307,75.18045,KA-UDR,STN-KA-UDR-0007,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007650,13.34595,74.95238,KA-UDR,STN-KA-UDR-0008,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007651,13.32975,74.97778,KA-UDR,STN-KA-UDR-0008,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007652,13.34332,74.95223,KA-UDR,STN-KA-UDR-0008,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007653,13.3294,74.99513,KA-UDR,STN-KA-UDR-0008,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007654,13.34311,74.96725,KA-UDR,STN-KA-UDR-0008,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007655,13.36263,74.96026,KA-UDR,STN-KA-UDR-0008,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007656,13.37157,74.94403,KA-UDR,STN-KA-UDR-0008,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007657,13.32892,74.9399,KA-UDR,STN-KA-UDR-0008,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007658,13.3325,74.97096,KA-UDR,STN-KA-UDR-0008,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007659,13.374,74.99463,KA-UDR,STN-KA-UDR-0008,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007660,13.34846,74.96257,KA-UDR,STN-KA-UDR-0008,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007661,13.37547,74.9725,KA-UDR,STN-KA-UDR-0008,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007662,13.32145,74.99557,KA-UDR,STN-KA-UDR-0008,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007663,13.35372,74.98561,KA-UDR,STN-KA-UDR-0008,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007664,13.31831,74.99446,KA-UDR,STN-KA-UDR-0008,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007665,13.3239,74.99328,KA-UDR,STN-KA-UDR-0008,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007666,13.36882,74.99301,KA-UDR,STN-KA-UDR-0008,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007667,13.55594,74.61463,KA-UDR,STN-KA-UDR-0009,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007668,13.56302,74.64895,KA-UDR,STN-KA-UDR-0009,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007669,13.55943,74.62035,KA-UDR,STN-KA-UDR-0009,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007670,13.54463,74.64681,KA-UDR,STN-KA-UDR-0009,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007671,13.55466,74.64074,KA-UDR,STN-KA-UDR-0009,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007672,13.55287,74.6256,KA-UDR,STN-KA-UDR-0009,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007673,13.53883,74.62906,KA-UDR,STN-KA-UDR-0009,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007674,13.54198,74.65816,KA-UDR,STN-KA-UDR-0009,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007675,13.57071,74.63083,KA-UDR,STN-KA-UDR-0009,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007676,13.58283,74.6172,KA-UDR,STN-KA-UDR-0009,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007677,13.57276,74.65107,KA-UDR,STN-KA-UDR-0009,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007678,13.54307,74.63884,KA-UDR,STN-KA-UDR-0009,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007679,13.56812,74.66618,KA-UDR,STN-KA-UDR-0009,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007680,13.55002,74.64241,KA-UDR,STN-KA-UDR-0009,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007681,13.59319,74.63766,KA-UDR,STN-KA-UDR-0009,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007682,13.56637,74.62626,KA-UDR,STN-KA-UDR-0009,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007683,13.5386,74.66108,KA-UDR,STN-KA-UDR-0009,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007684,13.66641,74.98338,KA-UDR,STN-KA-UDR-0010,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007685,13.63919,75.00546,KA-UDR,STN-KA-UDR-0010,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007686,13.65277,75.02317,KA-UDR,STN-KA-UDR-0010,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007687,13.66186,75.01028,KA-UDR,STN-KA-UDR-0010,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007688,13.62542,75.03822,KA-UDR,STN-KA-UDR-0010,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007689,13.63138,75.02032,KA-UDR,STN-KA-UDR-0010,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007690,13.6418,75.01599,KA-UDR,STN-KA-UDR-0010,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007691,13.67587,75.00535,KA-UDR,STN-KA-UDR-0010,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007692,13.62374,75.03185,KA-UDR,STN-KA-UDR-0010,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007693,13.62353,75.00474,KA-UDR,STN-KA-UDR-0010,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007694,13.64661,75.00406,KA-UDR,STN-KA-UDR-0010,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007695,13.65163,75.00555,KA-UDR,STN-KA-UDR-0010,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007696,13.67429,74.99728,KA-UDR,STN-KA-UDR-0010,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007697,13.63536,74.99009,KA-UDR,STN-KA-UDR-0010,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007698,13.6666,75.00177,KA-UDR,STN-KA-UDR-0010,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007699,13.66528,75.0096,KA-UDR,STN-KA-UDR-0010,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007700,13.54355,75.13531,KA-UDR,STN-KA-UDR-0011,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007701,13.56158,75.14062,KA-UDR,STN-KA-UDR-0011,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007702,13.5721,75.13245,KA-UDR,STN-KA-UDR-0011,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007703,13.54726,75.13303,KA-UDR,STN-KA-UDR-0011,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007704,13.55301,75.10333,KA-UDR,STN-KA-UDR-0011,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007705,13.55915,75.13577,KA-UDR,STN-KA-UDR-0011,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007706,13.5707,75.14558,KA-UDR,STN-KA-UDR-0011,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007707,13.55448,75.15035,KA-UDR,STN-KA-UDR-0011,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007708,13.56871,75.11393,KA-UDR,STN-KA-UDR-0011,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007709,13.56814,75.11233,KA-UDR,STN-KA-UDR-0011,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007710,13.56981,75.09238,KA-UDR,STN-KA-UDR-0011,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007711,13.54982,75.14896,KA-UDR,STN-KA-UDR-0011,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007712,13.56269,75.09494,KA-UDR,STN-KA-UDR-0011,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007713,13.57936,75.14525,KA-UDR,STN-KA-UDR-0011,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007714,13.58649,75.09915,KA-UDR,STN-KA-UDR-0011,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007715,13.5877,75.11391,KA-UDR,STN-KA-UDR-0011,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007716,13.5427,75.12835,KA-UDR,STN-KA-UDR-0011,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007717,13.58857,75.1015,KA-UDR,STN-KA-UDR-0011,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007718,13.56984,75.12759,KA-UDR,STN-KA-UDR-0011,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007719,13.59466,75.14192,KA-UDR,STN-KA-UDR-0011,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007720,13.59125,75.1462,KA-UDR,STN-KA-UDR-0011,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007721,13.59215,75.12512,KA-UDR,STN-KA-UDR-0011,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007722,13.57643,75.10921,KA-UDR,STN-KA-UDR-0011,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007723,13.58226,75.1346,KA-UDR,STN-KA-UDR-0011,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007724,13.57906,75.11738,KA-UDR,STN-KA-UDR-0011,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007725,13.59485,75.14017,KA-UDR,STN-KA-UDR-0011,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007726,13.54575,75.11572,KA-UDR,STN-KA-UDR-0011,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-007727,13.59283,75.11121,KA-UDR,STN-KA-UDR-0011,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
