crime_event_id,criminal_id,entry_method,time_slot,target_type,escape_vehicle,weapon,stolen_property,num_offenders,operates_at_night,is_solo,uses_vehicle_escape,is_violent
EVT-CAMP-28102113,CRM-0000118,rear_entry,late_night_2200_0400,bank,motorcycle,bare_hands,mobile_phone,3,True,False,True,False
EVT-CAMP-21100743,CRM-0000118,fake_police,late_night_2200_0400,bank,motorcycle,bare_hands,mobile_phone,3,True,False,True,False
EVT-CAMP-27803931,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-17732875,CRM-0000118,fake_police,late_night_2200_0400,bank,motorcycle,bare_hands,laptop,3,True,False,True,False
EVT-CAMP-74971766,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,2,False,False,False,False
EVT-CAMP-63319179,CRM-0000118,fake_police,mid_morning_0900_1200,bank,motorcycle,iron_rod,mobile_phone,3,True,False,True,True
EVT-CAMP-20118366,CRM-0000064,window_entry,morning_0600_0900,bank,public_bus,bare_hands,documents,3,False,False,True,False
EVT-CAMP-68376093,CRM-0000118,fake_police,late_night_2200_0400,school,motorcycle,bare_hands,none,3,True,False,True,False
EVT-CAMP-77903939,CRM-0000141,roof_entry,morning_0600_0900,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-66840982,CRM-0000118,fake_police,late_night_2200_0400,bank,on_foot,bare_hands,mobile_phone,3,True,False,False,False
EVT-CAMP-73062761,CRM-0000141,roof_entry,early_morning_0400_0600,bus_stand,unknown,none,vehicle,3,False,False,False,False
EVT-CAMP-57204911,CRM-0000118,fake_police,late_night_2200_0400,apartment,motorcycle,bare_hands,mixed_valuables,3,True,False,True,False
EVT-CAMP-25222334,CRM-0000141,roof_entry,night_1900_2200,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-92831942,CRM-0000118,fake_police,late_night_2200_0400,bank,motorcycle,bare_hands,mobile_phone,2,True,False,True,False
EVT-CAMP-87305898,CRM-0000118,fake_police,late_night_2200_0400,bank,motorcycle,rope,mobile_phone,3,True,False,True,True
EVT-CAMP-73296563,CRM-0000141,tunneling,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-46325078,CRM-0000118,fake_police,late_night_2200_0400,school,auto_rickshaw,bare_hands,mobile_phone,4,True,False,True,False
EVT-CAMP-67211302,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,mobile_phone,2,True,False,False,False
EVT-CAMP-99616851,CRM-0000118,fake_police,late_night_2200_0400,bank,motorcycle,country_bomb,mobile_phone,3,True,False,True,True
EVT-CAMP-54139350,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-98879332,CRM-0000118,fake_police,late_night_2200_0400,bank,motorcycle,bare_hands,mobile_phone,3,True,False,True,False
EVT-CAMP-70313284,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-51231818,CRM-0000118,fake_police,late_night_2200_0400,bank,motorcycle,bare_hands,mobile_phone,1,True,True,True,False
EVT-CAMP-03962776,CRM-0000141,roof_entry,late_night_2200_0400,bus_stand,motorcycle,acid,electronics,3,False,False,True,True
EVT-CAMP-20783631,CRM-0000118,fake_police,late_night_2200_0400,bank,motorcycle,bare_hands,mobile_phone,3,True,False,True,False
EVT-CAMP-81247892,CRM-0000141,tunneling,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-29177381,CRM-0000141,roof_entry,afternoon_1200_1600,railway_station,unknown,none,vehicle,3,False,False,False,False
EVT-CAMP-24459646,CRM-0000118,fake_delivery,late_night_2200_0400,atm,motorcycle,bare_hands,documents,3,True,False,True,False
EVT-CAMP-57317884,CRM-0000064,window_entry,morning_0600_0900,bank,public_bus,bare_hands,laptop,2,False,False,True,False
EVT-CAMP-33570184,CRM-0000141,fake_delivery,evening_1600_1900,bus_stand,unknown,iron_rod,electronics,1,False,True,False,True
EVT-CAMP-34653435,CRM-0000118,fake_police,late_night_2200_0400,street,motorcycle,firearm,mobile_phone,3,True,False,True,True
EVT-CAMP-75479990,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,laptop,3,False,False,False,False
EVT-CAMP-80971967,CRM-0000118,fake_police,late_night_2200_0400,bank,motorcycle,bare_hands,mobile_phone,3,True,False,True,False
EVT-CAMP-24082501,CRM-0000141,roof_entry,afternoon_1200_1600,hospital,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-79442968,CRM-0000064,front_door,morning_0600_0900,bank,public_bus,bare_hands,laptop,3,False,False,True,False
EVT-CAMP-07077133,CRM-0000118,fake_police,late_night_2200_0400,bank,unknown,bare_hands,mobile_phone,2,True,False,False,False
EVT-CAMP-92213970,CRM-0000118,fake_police,morning_0600_0900,bank,motorcycle,bare_hands,mobile_phone,3,True,False,True,False
EVT-CAMP-86594064,CRM-0000064,window_entry,afternoon_1200_1600,bank,public_bus,bare_hands,laptop,3,True,False,True,False
EVT-CAMP-98040040,CRM-0000118,fake_police,late_night_2200_0400,bank,motorcycle,bare_hands,mobile_phone,3,True,False,True,False
EVT-70515483,CRM-0000036,social_engineering,mid_morning_0900_1200,bus_stand,unknown,none,documents,5,False,False,False,False
EVT-CAMP-40476746,CRM-0000118,forced_entry,late_night_2200_0400,residential_house,motorcycle,rope,mobile_phone,3,True,False,True,True
EVT-CAMP-83848674,CRM-0000118,fake_police,late_night_2200_0400,bank,motorcycle,bare_hands,mobile_phone,3,True,False,True,False
EVT-CAMP-54503556,CRM-0000064,window_entry,morning_0600_0900,atm,public_bus,bare_hands,electronics,3,True,False,True,False
EVT-CAMP-06768225,CRM-0000118,fake_police,late_night_2200_0400,bank,bicycle,bare_hands,mobile_phone,3,True,False,True,False
EVT-90683677,,social_engineering,morning_0600_0900,residential_house,bicycle,firearm,documents,1,True,True,True,True
EVT-CAMP-60773258,CRM-0000118,open_access,late_night_2200_0400,bank,motorcycle,iron_rod,mobile_phone,3,True,False,True,True
EVT-CAMP-66029020,CRM-0000064,window_entry,morning_0600_0900,bank,public_bus,bare_hands,laptop,1,True,True,True,False
EVT-CAMP-64624823,CRM-0000064,window_entry,morning_0600_0900,bank,public_bus,bare_hands,laptop,3,False,False,True,False
EVT-CAMP-84568664,CRM-0000118,fake_police,late_night_2200_0400,bank,motorcycle,knife,mobile_phone,3,True,False,True,True
EVT-CAMP-74028398,CRM-0000118,fake_police,late_night_2200_0400,railway_station,motorcycle,bare_hands,mobile_phone,3,True,False,True,False
EVT-CAMP-33903087,CRM-0000118,fake_police,night_1900_2200,bank,motorcycle,bare_hands,mobile_phone,3,True,False,True,False
EVT-CAMP-39304658,CRM-0000064,window_entry,morning_0600_0900,bank,public_bus,bare_hands,laptop,3,False,False,True,False
EVT-82979229,,social_engineering,mid_morning_0900_1200,railway_station,auto_rickshaw,acid,mobile_phone,4,False,False,True,True
EVT-CAMP-21589922,CRM-0000118,window_entry,late_night_2200_0400,bank,motorcycle,bare_hands,mobile_phone,3,True,False,True,False
EVT-38510024,,open_access,mid_morning_0900_1200,vehicle_parked,auto_rickshaw,bare_hands,mobile_phone,5,False,False,True,False
EVT-CAMP-09589506,CRM-0000118,fake_police,late_night_2200_0400,residential_house,motorcycle,bare_hands,mobile_phone,3,True,False,True,False
EVT-CAMP-81598221,CRM-0000064,window_entry,morning_0600_0900,bank,public_bus,bare_hands,livestock,3,False,False,True,False
EVT-CAMP-68908214,CRM-0000064,roof_entry,morning_0600_0900,market,auto_rickshaw,bare_hands,laptop,3,False,False,True,False
EVT-CAMP-34081763,CRM-0000064,digital_access,early_morning_0400_0600,market,public_bus,bare_hands,laptop,3,False,False,True,False
EVT-47151914,,tunneling,morning_0600_0900,hospital,motorcycle,stone,mobile_phone,3,True,False,True,True
EVT-CAMP-84974047,CRM-0000064,open_access,morning_0600_0900,apartment,public_bus,bare_hands,none,3,False,False,True,False
EVT-CAMP-26994401,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-25960367,CRM-0000141,roof_entry,afternoon_1200_1600,temple,public_bus,none,electronics,3,False,False,True,False
EVT-19284782,CRM-0000085,fake_police,evening_1600_1900,bank,car,firearm,cash,5,False,False,True,True
EVT-CAMP-74921441,CRM-0000141,tunneling,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,True,False,False,False
EVT-65709262,CRM-0000235,roof_entry,morning_0600_0900,bus_stand,bicycle,country_bomb,vehicle,1,False,True,True,True
EVT-CAMP-79578163,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,motorcycle,none,electronics,3,False,False,True,False
EVT-66219887,,open_access,afternoon_1200_1600,school,car,bare_hands,none,1,True,True,True,False
EVT-CAMP-53241998,CRM-0000064,window_entry,morning_0600_0900,bank,public_bus,bare_hands,laptop,3,False,False,True,False
EVT-CAMP-50551566,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,on_foot,none,documents,3,False,False,False,False
EVT-CAMP-64368849,CRM-0000064,window_entry,morning_0600_0900,hospital,public_bus,bare_hands,laptop,3,False,False,True,False
EVT-CAMP-42940798,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-80585451,CRM-0000064,fake_delivery,morning_0600_0900,bank,on_foot,rope,laptop,2,False,False,False,True
EVT-CAMP-67520962,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,country_bomb,electronics,1,False,True,False,True
EVT-CAMP-21109835,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-72863991,CRM-0000012,front_door,afternoon_1200_1600,street,motorcycle,none,vehicle,5,False,False,True,False
EVT-CAMP-50063533,CRM-0000064,front_door,morning_0600_0900,bank,public_bus,bare_hands,documents,3,False,False,True,False
EVT-CAMP-20755055,CRM-0000141,window_entry,afternoon_1200_1600,bank,public_bus,none,electronics,3,False,False,True,False
EVT-CAMP-14616674,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,knife,electronics,3,False,False,False,True
EVT-85184989,,fake_police,afternoon_1200_1600,temple,public_bus,none,electronics,4,True,False,True,False
EVT-CAMP-38461158,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,True,False,False,False
EVT-90732856,,fake_police,night_1900_2200,residential_house,on_foot,bare_hands,cash,5,True,False,False,False
EVT-CAMP-88681260,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-79094584,CRM-0000064,window_entry,night_1900_2200,bank,on_foot,bare_hands,electronics,3,True,False,False,False
EVT-CAMP-14499446,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,cash,3,False,False,False,False
EVT-CAMP-15840137,CRM-0000141,roof_entry,early_morning_0400_0600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-13059979,CRM-0000206,social_engineering,evening_1600_1900,atm,auto_rickshaw,none,cash,1,False,True,True,False
EVT-CAMP-61735920,CRM-0000064,window_entry,morning_0600_0900,bank,public_bus,bare_hands,laptop,3,False,False,True,False
EVT-CAMP-39162109,CRM-0000141,roof_entry,afternoon_1200_1600,street,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-19945473,CRM-0000206,social_engineering,evening_1600_1900,atm,car,none,documents,1,False,True,True,False
EVT-CAMP-55827222,CRM-0000206,social_engineering,evening_1600_1900,atm,bicycle,none,laptop,1,False,True,True,False
EVT-21199176,CRM-0000193,fake_delivery,afternoon_1200_1600,vehicle_parked,bicycle,none,vehicle,1,False,True,True,False
EVT-CAMP-06306458,CRM-0000206,tunneling,evening_1600_1900,atm,car,none,cash,1,False,True,True,False
EVT-65875789,CRM-0000061,front_door,night_1900_2200,highway,on_foot,knife,none,4,True,False,False,True
EVT-CAMP-63631166,CRM-0000064,window_entry,morning_0600_0900,bank,public_bus,bare_hands,electronics,3,False,False,True,False
EVT-CAMP-88351837,CRM-0000206,social_engineering,evening_1600_1900,atm,car,rope,documents,1,False,True,True,True
EVT-CAMP-20485517,CRM-0000206,social_engineering,evening_1600_1900,atm,on_foot,none,documents,1,True,True,False,False
EVT-31212669,CRM-0000076,fake_delivery,mid_morning_0900_1200,atm,on_foot,firearm,vehicle,5,False,False,False,True
EVT-CAMP-74995515,CRM-0000064,window_entry,morning_0600_0900,bank,public_bus,bare_hands,laptop,3,False,False,True,False
EVT-CAMP-25517132,CRM-0000206,window_entry,evening_1600_1900,atm,on_foot,bare_hands,documents,1,False,True,False,False
EVT-CAMP-58068553,CRM-0000206,social_engineering,evening_1600_1900,atm,car,none,documents,1,True,True,True,False
EVT-CAMP-75670925,CRM-0000033,window_entry,evening_1600_1900,street,unknown,stone,cash,2,False,False,False,True
EVT-CAMP-27828733,CRM-0000206,social_engineering,evening_1600_1900,atm,car,none,vehicle,1,False,True,True,False
EVT-CAMP-29428092,CRM-0000033,window_entry,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-CAMP-17494814,CRM-0000118,fake_police,morning_0600_0900,apartment,motorcycle,bare_hands,mobile_phone,3,True,False,True,False
EVT-CAMP-18451469,CRM-0000206,social_engineering,mid_morning_0900_1200,bus_stand,car,none,documents,1,True,True,True,False
EVT-CAMP-44338172,CRM-0000033,window_entry,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-CAMP-72651038,CRM-0000118,rear_entry,late_night_2200_0400,highway,motorcycle,acid,mobile_phone,3,True,False,True,True
EVT-CAMP-68511753,CRM-0000033,window_entry,evening_1600_1900,temple,car,none,cash,2,False,False,True,False
EVT-CAMP-85884358,CRM-0000118,fake_police,late_night_2200_0400,market,motorcycle,bare_hands,mobile_phone,3,False,False,True,False
EVT-CAMP-50758070,CRM-0000033,window_entry,mid_morning_0900_1200,street,car,none,cash,2,False,False,True,False
EVT-CAMP-54296801,CRM-0000118,fake_police,late_night_2200_0400,highway,motorcycle,bare_hands,mobile_phone,3,True,False,True,False
EVT-CAMP-80303439,CRM-0000033,fake_delivery,evening_1600_1900,street,car,none,documents,3,False,False,True,False
EVT-CAMP-09288501,CRM-0000118,fake_police,late_night_2200_0400,highway,motorcycle,firearm,vehicle,3,True,False,True,True
EVT-CAMP-37682955,CRM-0000033,social_engineering,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-CAMP-39985331,CRM-0000118,social_engineering,late_night_2200_0400,highway,motorcycle,bare_hands,mobile_phone,3,True,False,True,False
EVT-CAMP-83520376,CRM-0000141,roof_entry,evening_1600_1900,temple,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-28252485,CRM-0000033,window_entry,evening_1600_1900,school,unknown,none,cash,2,False,False,False,False
EVT-CAMP-55572334,CRM-0000118,fake_police,late_night_2200_0400,school,motorcycle,bare_hands,cash,3,True,False,True,False
EVT-CAMP-98637927,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,1,False,True,False,False
EVT-CAMP-44124062,CRM-0000033,window_entry,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-CAMP-33359227,CRM-0000118,fake_police,late_night_2200_0400,highway,motorcycle,bare_hands,mobile_phone,3,True,False,True,False
EVT-CAMP-34961992,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-88943280,CRM-0000118,fake_police,late_night_2200_0400,residential_house,unknown,bare_hands,vehicle,3,True,False,False,False
EVT-46831694,CRM-0000200,digital_access,afternoon_1200_1600,highway,public_bus,none,gold_jewellery,1,False,True,True,False
EVT-CAMP-15814958,CRM-0000118,fake_police,late_night_2200_0400,highway,motorcycle,bare_hands,mobile_phone,2,True,False,True,False
EVT-24786969,CRM-0000101,open_access,early_morning_0400_0600,highway,bicycle,none,laptop,5,True,False,True,False
EVT-CAMP-07057468,CRM-0000118,roof_entry,late_night_2200_0400,highway,motorcycle,bare_hands,electronics,1,True,True,True,False
EVT-CAMP-29042792,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-15114038,,forced_entry,morning_0600_0900,residential_house,bicycle,bare_hands,mixed_valuables,2,True,False,True,False
EVT-CAMP-09194076,CRM-0000118,fake_police,late_night_2200_0400,highway,motorcycle,bare_hands,mobile_phone,3,True,False,True,False
EVT-CAMP-31415537,CRM-0000141,roof_entry,mid_morning_0900_1200,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-08523290,CRM-0000118,fake_police,late_night_2200_0400,highway,motorcycle,bare_hands,mobile_phone,5,True,False,True,False
EVT-CAMP-62993497,CRM-0000118,fake_police,late_night_2200_0400,highway,motorcycle,bare_hands,mobile_phone,3,True,False,True,False
EVT-57343931,CRM-0000176,rear_entry,mid_morning_0900_1200,school,motorcycle,knife,vehicle,4,False,False,True,True
EVT-CAMP-67451941,CRM-0000118,forced_entry,late_night_2200_0400,highway,motorcycle,iron_rod,mobile_phone,3,True,False,True,True
EVT-CAMP-10097338,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,on_foot,none,cash,3,False,False,False,False
EVT-CAMP-51377536,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,4,False,False,False,False
EVT-58967861,,digital_access,night_1900_2200,hospital,public_bus,stone,cash,1,False,True,True,True
EVT-74413635,,tunneling,mid_morning_0900_1200,apartment,unknown,country_bomb,documents,2,False,False,False,True
EVT-63072784,,social_engineering,afternoon_1200_1600,shop,car,none,documents,5,False,False,True,False
EVT-19762656,,rear_entry,morning_0600_0900,bus_stand,bicycle,acid,gold_jewellery,1,False,True,True,True
EVT-58779774,CRM-0000131,digital_access,morning_0600_0900,commercial,on_foot,none,mixed_valuables,1,True,True,False,False
EVT-CAMP-98727716,CRM-0000033,window_entry,late_night_2200_0400,street,car,none,cash,2,False,False,True,False
EVT-11121655,,fake_police,early_morning_0400_0600,railway_station,bicycle,country_bomb,electronics,5,False,False,True,True
EVT-19416490,CRM-0000077,tunneling,night_1900_2200,commercial,motorcycle,none,electronics,1,True,True,True,False
EVT-77041354,CRM-0000039,rear_entry,late_night_2200_0400,bank,bicycle,iron_rod,laptop,3,True,False,True,True
EVT-47027115,CRM-0000088,front_door,mid_morning_0900_1200,commercial,public_bus,iron_rod,none,1,True,True,True,True
EVT-81142454,CRM-0000186,social_engineering,early_morning_0400_0600,street,on_foot,firearm,mixed_valuables,2,True,False,False,True
EVT-10950852,CRM-0000064,window_entry,mid_morning_0900_1200,bank,public_bus,bare_hands,laptop,3,False,False,True,False
EVT-65270921,CRM-0000152,digital_access,evening_1600_1900,market,motorcycle,iron_rod,livestock,2,False,False,True,True
EVT-87772894,CRM-0000239,fake_delivery,morning_0600_0900,street,public_bus,none,laptop,3,True,False,True,False
EVT-91724464,CRM-0000012,open_access,afternoon_1200_1600,street,auto_rickshaw,none,vehicle,2,False,False,True,False
EVT-CAMP-01423304,CRM-0000033,window_entry,evening_1600_1900,street,car,acid,mobile_phone,2,False,False,True,True
EVT-39532939,CRM-0000161,digital_access,early_morning_0400_0600,residential,auto_rickshaw,none,gold_jewellery,2,True,False,True,False
EVT-CAMP-12167874,CRM-0000033,window_entry,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-16129688,CRM-0000095,roof_entry,night_1900_2200,residential,car,none,electronics,1,True,True,True,False
EVT-CAMP-17555579,CRM-0000033,rear_entry,evening_1600_1900,street,unknown,none,cash,2,False,False,False,False
EVT-38449359,CRM-0000157,tunneling,mid_morning_0900_1200,street,auto_rickshaw,rope,electronics,1,False,True,True,True
EVT-CAMP-73918777,CRM-0000033,window_entry,evening_1600_1900,residential_house,unknown,none,cash,2,True,False,False,False
EVT-CAMP-66817547,CRM-0000033,social_engineering,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-44952942,CRM-0000106,roof_entry,late_night_2200_0400,highway,motorcycle,none,documents,3,True,False,True,False
EVT-20069350,,front_door,late_night_2200_0400,school,motorcycle,none,livestock,3,True,False,True,False
EVT-97020658,CRM-0000052,front_door,late_night_2200_0400,bank,car,none,vehicle,1,True,True,True,False
EVT-74664141,CRM-0000093,roof_entry,late_night_2200_0400,atm,on_foot,iron_rod,livestock,2,True,False,False,True
EVT-10359906,CRM-0000000,fake_police,evening_1600_1900,apartment,on_foot,country_bomb,none,2,False,False,False,True
EVT-61567775,,window_entry,afternoon_1200_1600,vehicle_parked,on_foot,firearm,cash,1,True,True,False,True
EVT-07582483,CRM-0000092,front_door,early_morning_0400_0600,highway,unknown,none,vehicle,3,True,False,False,False
EVT-61053606,,open_access,late_night_2200_0400,bank,unknown,none,documents,2,False,False,False,False
EVT-96643176,CRM-0000105,front_door,evening_1600_1900,commercial,public_bus,none,electronics,2,False,False,True,False
EVT-CAMP-83373318,CRM-0000033,window_entry,evening_1600_1900,street,car,none,gold_jewellery,1,False,True,True,False
EVT-79196766,,rear_entry,early_morning_0400_0600,bank,on_foot,knife,cash,1,False,True,False,True
EVT-01504069,CRM-0000124,front_door,early_morning_0400_0600,residential,bicycle,bare_hands,vehicle,2,True,False,True,False
EVT-90415678,,roof_entry,early_morning_0400_0600,temple,unknown,firearm,cash,1,True,True,False,True
EVT-55212113,CRM-0000065,window_entry,early_morning_0400_0600,residential_house,bicycle,none,livestock,2,True,False,True,False
EVT-CAMP-80802806,CRM-0000033,front_door,evening_1600_1900,street,car,rope,cash,2,False,False,True,True
EVT-CAMP-07318096,CRM-0000141,roof_entry,afternoon_1200_1600,market,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-89299019,CRM-0000033,window_entry,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-77018085,CRM-0000092,front_door,late_night_2200_0400,highway,unknown,none,vehicle,3,True,False,False,False
EVT-92317057,CRM-0000190,rear_entry,late_night_2200_0400,street,public_bus,iron_rod,electronics,2,False,False,True,True
EVT-93566456,CRM-0000057,front_door,early_morning_0400_0600,apartment,car,none,none,1,True,True,True,False
EVT-87610473,CRM-0000100,forced_entry,evening_1600_1900,shop,motorcycle,none,none,4,False,False,True,False
EVT-CAMP-03304326,CRM-0000033,rear_entry,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-41504309,,tunneling,morning_0600_0900,street,motorcycle,stone,mixed_valuables,1,True,True,True,True
EVT-CAMP-17932981,CRM-0000033,window_entry,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-17096774,,digital_access,morning_0600_0900,vehicle_parked,unknown,country_bomb,documents,1,True,True,False,True
EVT-53969212,CRM-0000012,front_door,afternoon_1200_1600,street,motorcycle,none,vehicle,2,False,False,True,False
EVT-CAMP-62006718,CRM-0000141,roof_entry,evening_1600_1900,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-55864499,CRM-0000020,forced_entry,early_morning_0400_0600,shop,motorcycle,knife,electronics,2,True,False,True,True
EVT-58072824,,window_entry,early_morning_0400_0600,apartment,motorcycle,stone,electronics,4,True,False,True,True
EVT-CAMP-13153875,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-33134297,CRM-0000115,digital_access,mid_morning_0900_1200,hospital,public_bus,knife,laptop,1,True,True,True,True
EVT-92833350,CRM-0000053,roof_entry,early_morning_0400_0600,residential,unknown,none,mobile_phone,2,True,False,False,False
EVT-CAMP-37874645,CRM-0000033,window_entry,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-04964193,CRM-0000193,rear_entry,night_1900_2200,vehicle_parked,motorcycle,none,vehicle,1,True,True,True,False
EVT-60613938,CRM-0000098,fake_police,mid_morning_0900_1200,bank,unknown,none,documents,3,False,False,False,False
EVT-CAMP-13115898,CRM-0000141,roof_entry,afternoon_1200_1600,vehicle_parked,bicycle,none,vehicle,3,False,False,True,False
EVT-31787614,CRM-0000229,fake_delivery,early_morning_0400_0600,commercial,public_bus,none,mixed_valuables,1,False,True,True,False
EVT-21705322,CRM-0000041,social_engineering,morning_0600_0900,bank,auto_rickshaw,none,mobile_phone,1,False,True,True,False
EVT-CAMP-38598176,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-38541419,CRM-0000117,social_engineering,night_1900_2200,bank,car,none,gold_jewellery,2,True,False,True,False
EVT-67526987,,window_entry,mid_morning_0900_1200,shop,car,firearm,livestock,4,True,False,True,True
EVT-CAMP-26295467,CRM-0000033,window_entry,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-39698758,CRM-0000047,fake_police,morning_0600_0900,street,bicycle,none,gold_jewellery,2,False,False,True,False
EVT-CAMP-06825123,CRM-0000033,window_entry,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-CAMP-16439078,CRM-0000141,open_access,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-91450596,CRM-0000052,tunneling,late_night_2200_0400,temple,car,acid,vehicle,3,True,False,True,True
EVT-CAMP-52304813,CRM-0000033,window_entry,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-68120405,,social_engineering,early_morning_0400_0600,residential_house,auto_rickshaw,bare_hands,livestock,2,False,False,True,False
EVT-CAMP-05167224,CRM-0000033,window_entry,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-46617369,,fake_delivery,evening_1600_1900,school,motorcycle,bare_hands,mixed_valuables,1,True,True,True,False
EVT-37851058,CRM-0000120,digital_access,early_morning_0400_0600,apartment,auto_rickshaw,none,vehicle,4,True,False,True,False
EVT-CAMP-40037387,CRM-0000033,window_entry,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-65814474,CRM-0000099,front_door,late_night_2200_0400,school,motorcycle,none,electronics,5,True,False,True,False
EVT-07616474,,tunneling,late_night_2200_0400,temple,bicycle,none,none,2,True,False,True,False
EVT-CAMP-49567639,CRM-0000033,window_entry,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-38816111,CRM-0000055,digital_access,late_night_2200_0400,school,car,none,mobile_phone,4,True,False,True,False
EVT-CAMP-94127048,CRM-0000033,window_entry,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-76930208,CRM-0000039,rear_entry,late_night_2200_0400,bank,bicycle,iron_rod,laptop,3,False,False,True,True
EVT-CAMP-10785273,CRM-0000033,window_entry,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-27618389,CRM-0000182,window_entry,early_morning_0400_0600,atm,unknown,firearm,documents,1,True,True,False,True
EVT-00511712,CRM-0000064,window_entry,morning_0600_0900,bank,bicycle,bare_hands,laptop,4,False,False,True,False
EVT-CAMP-51293177,CRM-0000033,window_entry,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-11829337,CRM-0000111,open_access,early_morning_0400_0600,bank,public_bus,iron_rod,livestock,1,True,True,True,True
EVT-41300240,,roof_entry,late_night_2200_0400,street,auto_rickshaw,iron_rod,none,2,True,False,True,True
EVT-CAMP-07506112,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-45240557,CRM-0000033,fake_delivery,evening_1600_1900,street,car,stone,cash,5,False,False,True,True
EVT-01633627,CRM-0000039,rear_entry,mid_morning_0900_1200,residential_house,bicycle,iron_rod,laptop,3,True,False,True,True
EVT-CAMP-25767033,CRM-0000033,window_entry,evening_1600_1900,street,motorcycle,none,cash,2,False,False,True,False
EVT-85890603,CRM-0000200,social_engineering,afternoon_1200_1600,highway,public_bus,none,gold_jewellery,1,False,True,True,False
