ping_id,phone_id,tower_id,timestamp,signal_strength
PING-00003845,PHN-00003689,TOW-00702,2021-07-15T22:50:00,-86
PING-00003846,PHN-00003689,TOW-00702,2021-07-15T23:05:00,-59
PING-00003847,PHN-00003689,TOW-00702,2021-07-15T23:20:00,-77
PING-00003848,PHN-00003689,TOW-00702,2021-07-15T23:35:00,-60
PING-00003849,PHN-00003689,TOW-00702,2021-07-15T23:50:00,-83
PING-00003850,PHN-00003689,TOW-00702,2021-07-16T00:05:00,-76
PING-00003851,PHN-00003689,TOW-00702,2021-07-16T00:20:00,-87
PING-00003852,PHN-00003689,TOW-00874,2021-07-15T22:49:00,-83
PING-00003853,PHN-00003689,TOW-00874,2021-07-15T23:04:00,-74
PING-00003854,PHN-00003689,TOW-00874,2021-07-15T23:19:00,-57
PING-00003855,PHN-00003689,TOW-00874,2021-07-15T23:34:00,-96
PING-00003856,PHN-00003689,TOW-00874,2021-07-15T23:49:00,-69
PING-00003857,PHN-00003689,TOW-00874,2021-07-16T00:04:00,-77
PING-00003858,PHN-00003689,TOW-00874,2021-07-16T00:19:00,-86
PING-00003859,PHN-00003689,TOW-00874,2021-07-16T00:34:00,-80
PING-00003860,PHN-00003689,TOW-00874,2021-07-16T00:49:00,-80
PING-00003861,PHN-00003689,TOW-00571,2021-07-16T15:13:00,-97
PING-00003862,PHN-00003689,TOW-00571,2021-07-16T15:28:00,-73
PING-00003863,PHN-00003689,TOW-00571,2021-07-16T15:43:00,-80
PING-00003864,PHN-00003689,TOW-00571,2021-07-16T15:58:00,-80
PING-00003865,PHN-00003689,TOW-00571,2021-07-16T16:13:00,-98
PING-00003866,PHN-00003689,TOW-00571,2021-07-16T16:28:00,-91
PING-00003867,PHN-00003689,TOW-00571,2021-07-16T16:43:00,-99
PING-00003868,PHN-00003689,TOW-00571,2021-07-16T16:58:00,-65
PING-00003869,PHN-00003689,TOW-00568,2021-07-16T17:13:00,-79
PING-00003870,PHN-00003689,TOW-00694,2021-07-17T21:09:00,-100
PING-00003871,PHN-00003689,TOW-00694,2021-07-17T21:24:00,-72
PING-00003872,PHN-00003689,TOW-00694,2021-07-17T21:39:00,-61
PING-00003873,PHN-00003689,TOW-00694,2021-07-17T21:54:00,-100
PING-00003874,PHN-00003689,TOW-00694,2021-07-17T22:09:00,-97
PING-00003875,PHN-00003689,TOW-00693,2021-07-17T22:24:00,-67
PING-00003876,PHN-00003689,TOW-00692,2021-07-17T22:39:00,-81
PING-00003877,PHN-00003689,TOW-00692,2021-07-17T22:54:00,-67
PING-00003878,PHN-00003689,TOW-00692,2021-07-17T23:09:00,-100
PING-00003879,PHN-00003108,TOW-02718,2021-07-18T04:57:00,-90
PING-00003880,PHN-00003108,TOW-02718,2021-07-18T05:12:00,-53
PING-00003881,PHN-00003108,TOW-02718,2021-07-18T05:27:00,-65
PING-00003882,PHN-00003108,TOW-02718,2021-07-18T05:42:00,-53
PING-00003883,PHN-00003108,TOW-02718,2021-07-18T05:57:00,-93
PING-00003884,PHN-00003108,TOW-02718,2021-07-18T06:12:00,-60
PING-00003885,PHN-00003108,TOW-02718,2021-07-18T06:27:00,-57
PING-00003886,PHN-00003108,TOW-02718,2021-07-18T06:42:00,-55
PING-00003887,PHN-00003108,TOW-02718,2021-07-18T06:57:00,-64
PING-00003888,PHN-00000677,TOW-00658,2021-07-19T09:20:00,-69
PING-00003889,PHN-00000677,TOW-00658,2021-07-19T09:35:00,-76
PING-00003890,PHN-00000677,TOW-00658,2021-07-19T09:50:00,-86
PING-00003891,PHN-00000677,TOW-00658,2021-07-19T10:05:00,-89
PING-00003892,PHN-00000677,TOW-00658,2021-07-19T10:20:00,-90
PING-00003893,PHN-00000677,TOW-00658,2021-07-19T10:35:00,-83
PING-00003894,PHN-00000677,TOW-00658,2021-07-19T10:50:00,-85
PING-00003895,PHN-00000677,TOW-00658,2021-07-19T11:05:00,-92
PING-00003896,PHN-00000677,TOW-00655,2021-07-19T11:20:00,-100
PING-00003897,PHN-00001267,TOW-00993,2021-07-21T21:10:00,-81
PING-00003898,PHN-00001267,TOW-00993,2021-07-21T21:25:00,-72
PING-00003899,PHN-00001267,TOW-00991,2021-07-21T21:40:00,-55
PING-00003900,PHN-00001267,TOW-00991,2021-07-21T21:55:00,-57
PING-00003901,PHN-00001267,TOW-00991,2021-07-21T22:10:00,-92
PING-00003902,PHN-00001267,TOW-00991,2021-07-21T22:25:00,-87
PING-00003903,PHN-00001267,TOW-00991,2021-07-21T22:40:00,-55
PING-00003904,PHN-00001267,TOW-00991,2021-07-21T22:55:00,-55
PING-00003905,PHN-00001267,TOW-00991,2021-07-21T23:10:00,-98
PING-00003906,PHN-00003689,TOW-00334,2021-07-23T21:26:00,-71
PING-00003907,PHN-00003689,TOW-00334,2021-07-23T21:41:00,-87
PING-00003908,PHN-00003689,TOW-00334,2021-07-23T21:56:00,-55
PING-00003909,PHN-00003689,TOW-00334,2021-07-23T22:11:00,-84
PING-00003910,PHN-00003689,TOW-00331,2021-07-23T22:26:00,-95
PING-00003911,PHN-00003689,TOW-00334,2021-07-23T22:41:00,-71
PING-00003912,PHN-00003689,TOW-00334,2021-07-23T22:56:00,-66
PING-00003913,PHN-00003689,TOW-00334,2021-07-23T23:11:00,-98
PING-00003914,PHN-00003689,TOW-00334,2021-07-23T23:26:00,-95
PING-00003915,PHN-00003689,TOW-00384,2021-07-24T22:48:00,-81
PING-00003916,PHN-00003689,TOW-00384,2021-07-24T23:03:00,-95
PING-00003917,PHN-00003689,TOW-00384,2021-07-24T23:18:00,-82
PING-00003918,PHN-00003689,TOW-00384,2021-07-24T23:33:00,-99
PING-00003919,PHN-00003689,TOW-00383,2021-07-24T23:48:00,-96
PING-00003920,PHN-00003689,TOW-00382,2021-07-25T00:03:00,-66
PING-00003921,PHN-00003689,TOW-00382,2021-07-25T00:18:00,-84
PING-00003922,PHN-00003689,TOW-00382,2021-07-25T00:33:00,-54
PING-00003923,PHN-00003689,TOW-00382,2021-07-25T00:48:00,-80
PING-00003924,PHN-00002192,TOW-02351,2021-07-24T17:32:00,-86
PING-00003925,PHN-00002192,TOW-02351,2021-07-24T17:47:00,-53
PING-00003926,PHN-00002192,TOW-02351,2021-07-24T18:02:00,-63
PING-00003927,PHN-00002192,TOW-02351,2021-07-24T18:17:00,-84
PING-00003928,PHN-00002192,TOW-02351,2021-07-24T18:32:00,-52
PING-00003929,PHN-00002192,TOW-02351,2021-07-24T18:47:00,-97
PING-00003930,PHN-00002192,TOW-02351,2021-07-24T19:02:00,-62
PING-00003931,PHN-00002192,TOW-02351,2021-07-24T19:17:00,-91
PING-00003932,PHN-00002192,TOW-02351,2021-07-24T19:32:00,-57
PING-00003933,PHN-00003689,TOW-00355,2021-07-25T22:14:00,-79
PING-00003934,PHN-00003689,TOW-00355,2021-07-25T22:29:00,-54
PING-00003935,PHN-00003689,TOW-00355,2021-07-25T22:44:00,-89
PING-00003936,PHN-00003689,TOW-00355,2021-07-25T22:59:00,-61
PING-00003937,PHN-00003689,TOW-00358,2021-07-25T23:14:00,-93
PING-00003938,PHN-00003689,TOW-00358,2021-07-25T23:29:00,-90
PING-00003939,PHN-00003689,TOW-00358,2021-07-25T23:44:00,-95
PING-00003940,PHN-00003689,TOW-00358,2021-07-25T23:59:00,-79
PING-00003941,PHN-00003689,TOW-00358,2021-07-26T00:14:00,-55
PING-00003942,PHN-00003689,TOW-00315,2021-07-26T21:46:00,-87
PING-00003943,PHN-00003689,TOW-00315,2021-07-26T22:01:00,-74
PING-00003944,PHN-00003689,TOW-00315,2021-07-26T22:16:00,-77
PING-00003945,PHN-00003689,TOW-00314,2021-07-26T22:31:00,-98
PING-00003946,PHN-00003689,TOW-00314,2021-07-26T22:46:00,-54
PING-00003947,PHN-00003689,TOW-00315,2021-07-26T23:01:00,-70
PING-00003948,PHN-00003689,TOW-00315,2021-07-26T23:16:00,-83
PING-00003949,PHN-00003689,TOW-00315,2021-07-26T23:31:00,-91
PING-00003950,PHN-00003689,TOW-00315,2021-07-26T23:46:00,-92
PING-00003951,PHN-00003571,TOW-00294,2021-07-27T18:17:00,-90
PING-00003952,PHN-00003571,TOW-00294,2021-07-27T18:32:00,-69
PING-00003953,PHN-00003571,TOW-00294,2021-07-27T18:47:00,-71
PING-00003954,PHN-00003571,TOW-00294,2021-07-27T19:02:00,-70
PING-00003955,PHN-00003571,TOW-00294,2021-07-27T19:17:00,-74
PING-00003956,PHN-00003571,TOW-00291,2021-07-27T19:32:00,-93
PING-00003957,PHN-00003571,TOW-00291,2021-07-27T19:47:00,-68
PING-00003958,PHN-00003571,TOW-00291,2021-07-27T20:02:00,-72
PING-00003959,PHN-00003571,TOW-00293,2021-07-27T20:17:00,-72
PING-00003960,PHN-00003689,TOW-00331,2021-07-28T22:46:00,-85
PING-00003961,PHN-00003689,TOW-00331,2021-07-28T23:01:00,-81
PING-00003962,PHN-00003689,TOW-00331,2021-07-28T23:16:00,-86
PING-00003963,PHN-00003689,TOW-00331,2021-07-28T23:31:00,-77
PING-00003964,PHN-00003689,TOW-00335,2021-07-28T23:46:00,-77
PING-00003965,PHN-00003689,TOW-00335,2021-07-29T00:01:00,-95
PING-00003966,PHN-00003689,TOW-00335,2021-07-29T00:16:00,-95
PING-00003967,PHN-00003689,TOW-00335,2021-07-29T00:31:00,-61
PING-00003968,PHN-00003689,TOW-00335,2021-07-29T00:46:00,-73
PING-00003969,PHN-00003689,TOW-00348,2021-07-30T22:51:00,-91
PING-00003970,PHN-00003689,TOW-00348,2021-07-30T23:06:00,-64
PING-00003971,PHN-00003689,TOW-00348,2021-07-30T23:21:00,-63
PING-00003972,PHN-00003689,TOW-00349,2021-07-30T23:36:00,-61
PING-00003973,PHN-00003689,TOW-00349,2021-07-30T23:51:00,-97
PING-00003974,PHN-00003689,TOW-00349,2021-07-31T00:06:00,-65
PING-00003975,PHN-00003689,TOW-00349,2021-07-31T00:21:00,-57
PING-00003976,PHN-00003689,TOW-00349,2021-07-31T00:36:00,-57
PING-00003977,PHN-00003689,TOW-00349,2021-07-31T00:51:00,-51
PING-00003978,PHN-00004130,TOW-01120,2021-07-30T20:37:00,-98
PING-00003979,PHN-00004130,TOW-01120,2021-07-30T20:52:00,-67
PING-00003980,PHN-00004130,TOW-01120,2021-07-30T21:07:00,-70
PING-00003981,PHN-00004130,TOW-01119,2021-07-30T21:22:00,-98
PING-00003982,PHN-00004130,TOW-01119,2021-07-30T21:37:00,-93
PING-00003983,PHN-00004130,TOW-01118,2021-07-30T21:52:00,-100
PING-00003984,PHN-00004130,TOW-01118,2021-07-30T22:07:00,-68
PING-00003985,PHN-00004130,TOW-01118,2021-07-30T22:22:00,-55
PING-00003986,PHN-00004130,TOW-01118,2021-07-30T22:37:00,-87
PING-00003987,PHN-00003689,TOW-00353,2021-07-31T21:11:00,-58
PING-00003988,PHN-00003689,TOW-00353,2021-07-31T21:26:00,-90
PING-00003989,PHN-00003689,TOW-00353,2021-07-31T21:41:00,-52
PING-00003990,PHN-00003689,TOW-00353,2021-07-31T21:56:00,-75
PING-00003991,PHN-00003689,TOW-00353,2021-07-31T22:11:00,-73
PING-00003992,PHN-00003689,TOW-00353,2021-07-31T22:26:00,-76
PING-00003993,PHN-00003689,TOW-00353,2021-07-31T22:41:00,-54
PING-00003994,PHN-00003689,TOW-00353,2021-07-31T22:56:00,-99
PING-00003995,PHN-00003689,TOW-00353,2021-07-31T23:11:00,-62
PING-00003996,PHN-00000553,TOW-03153,2021-07-31T11:40:00,-80
PING-00003997,PHN-00000553,TOW-03153,2021-07-31T11:55:00,-89
PING-00003998,PHN-00000553,TOW-03153,2021-07-31T12:10:00,-98
PING-00003999,PHN-00000553,TOW-03153,2021-07-31T12:25:00,-69
PING-00004000,PHN-00000553,TOW-03153,2021-07-31T12:40:00,-56
PING-00004001,PHN-00000553,TOW-03153,2021-07-31T12:55:00,-92
PING-00004002,PHN-00000553,TOW-03153,2021-07-31T13:10:00,-97
PING-00004003,PHN-00000553,TOW-03153,2021-07-31T13:25:00,-85
PING-00004004,PHN-00000553,TOW-03153,2021-07-31T13:40:00,-97
PING-00004005,PHN-00003689,TOW-00360,2021-08-02T21:37:00,-79
PING-00004006,PHN-00003689,TOW-00360,2021-08-02T21:52:00,-71
PING-00004007,PHN-00003689,TOW-00360,2021-08-02T22:07:00,-99
PING-00004008,PHN-00003689,TOW-00360,2021-08-02T22:22:00,-94
PING-00004009,PHN-00003689,TOW-00362,2021-08-02T22:37:00,-67
PING-00004010,PHN-00003689,TOW-00360,2021-08-02T22:52:00,-62
PING-00004011,PHN-00003689,TOW-00360,2021-08-02T23:07:00,-99
PING-00004012,PHN-00003689,TOW-00360,2021-08-02T23:22:00,-60
PING-00004013,PHN-00003689,TOW-00360,2021-08-02T23:37:00,-79
PING-00004014,PHN-00000160,TOW-00773,2021-08-02T15:40:00,-70
PING-00004015,PHN-00000160,TOW-00773,2021-08-02T15:55:00,-64
PING-00004016,PHN-00000160,TOW-00773,2021-08-02T16:10:00,-52
PING-00004017,PHN-00000160,TOW-00773,2021-08-02T16:25:00,-52
PING-00004018,PHN-00000160,TOW-00773,2021-08-02T16:40:00,-61
PING-00004019,PHN-00000160,TOW-00773,2021-08-02T16:55:00,-59
PING-00004020,PHN-00000160,TOW-00773,2021-08-02T17:10:00,-86
PING-00004021,PHN-00000160,TOW-00773,2021-08-02T17:25:00,-54
PING-00004022,PHN-00000160,TOW-00773,2021-08-02T17:40:00,-81
PING-00004023,PHN-00003689,TOW-00353,2021-08-03T22:37:00,-55
PING-00004024,PHN-00003689,TOW-00353,2021-08-03T22:52:00,-67
PING-00004025,PHN-00003689,TOW-00353,2021-08-03T23:07:00,-60
PING-00004026,PHN-00003689,TOW-00353,2021-08-03T23:22:00,-80
PING-00004027,PHN-00003689,TOW-00353,2021-08-03T23:37:00,-63
PING-00004028,PHN-00003689,TOW-00353,2021-08-03T23:52:00,-91
PING-00004029,PHN-00003689,TOW-00353,2021-08-04T00:07:00,-78
PING-00004030,PHN-00003689,TOW-00353,2021-08-04T00:22:00,-73
PING-00004031,PHN-00003689,TOW-00353,2021-08-04T00:37:00,-60
PING-00004032,PHN-00001253,TOW-00784,2021-08-04T21:03:00,-97
PING-00004033,PHN-00001253,TOW-00784,2021-08-04T21:18:00,-90
PING-00004034,PHN-00001253,TOW-00784,2021-08-04T21:33:00,-86
PING-00004035,PHN-00001253,TOW-00784,2021-08-04T21:48:00,-99
PING-00004036,PHN-00001253,TOW-00784,2021-08-04T22:03:00,-73
PING-00004037,PHN-00001253,TOW-00784,2021-08-04T22:18:00,-78
PING-00004038,PHN-00001253,TOW-00785,2021-08-04T22:33:00,-93
PING-00004039,PHN-00001253,TOW-00785,2021-08-04T22:48:00,-84
PING-00004040,PHN-00001253,TOW-00785,2021-08-04T23:03:00,-80
PING-00004041,PHN-00004113,TOW-00670,2021-08-06T18:11:00,-56
PING-00004042,PHN-00004113,TOW-00669,2021-08-06T18:26:00,-86
PING-00004043,PHN-00004113,TOW-00669,2021-08-06T18:41:00,-91
PING-00004044,PHN-00004113,TOW-00669,2021-08-06T18:56:00,-89
PING-00004045,PHN-00004113,TOW-00666,2021-08-06T19:11:00,-65
PING-00004046,PHN-00004113,TOW-00669,2021-08-06T19:26:00,-82
PING-00004047,PHN-00004113,TOW-00669,2021-08-06T19:41:00,-85
PING-00004048,PHN-00004113,TOW-00669,2021-08-06T19:56:00,-65
PING-00004049,PHN-00004113,TOW-00669,2021-08-06T20:11:00,-65
PING-00004050,PHN-00002427,TOW-00996,2021-08-07T21:42:00,-52
PING-00004051,PHN-00002427,TOW-00996,2021-08-07T21:57:00,-51
PING-00004052,PHN-00002427,TOW-00996,2021-08-07T22:12:00,-90
PING-00004053,PHN-00002427,TOW-00996,2021-08-07T22:27:00,-70
PING-00004054,PHN-00002427,TOW-00996,2021-08-07T22:42:00,-68
PING-00004055,PHN-00002427,TOW-00996,2021-08-07T22:57:00,-54
PING-00004056,PHN-00002427,TOW-00996,2021-08-07T23:12:00,-90
PING-00004057,PHN-00002427,TOW-00996,2021-08-07T23:27:00,-70
PING-00004058,PHN-00002427,TOW-00996,2021-08-07T23:42:00,-73
PING-00004059,PHN-00000347,TOW-00215,2021-08-07T03:36:00,-80
PING-00004060,PHN-00000347,TOW-00215,2021-08-07T03:51:00,-81
PING-00004061,PHN-00000347,TOW-00216,2021-08-07T04:06:00,-67
PING-00004062,PHN-00000347,TOW-00216,2021-08-07T04:21:00,-77
PING-00004063,PHN-00000347,TOW-00216,2021-08-07T04:36:00,-59
PING-00004064,PHN-00000347,TOW-00216,2021-08-07T04:51:00,-88
PING-00004065,PHN-00000347,TOW-00215,2021-08-07T05:06:00,-51
PING-00004066,PHN-00000347,TOW-00215,2021-08-07T05:21:00,-95
PING-00004067,PHN-00000347,TOW-00215,2021-08-07T05:36:00,-83
PING-00004068,PHN-00000335,TOW-00813,2021-08-08T21:05:00,-69
PING-00004069,PHN-00000335,TOW-00818,2021-08-08T21:20:00,-72
PING-00004070,PHN-00000335,TOW-00818,2021-08-08T21:35:00,-98
PING-00004071,PHN-00000335,TOW-00818,2021-08-08T21:50:00,-52
PING-00004072,PHN-00000335,TOW-00818,2021-08-08T22:05:00,-69
PING-00004073,PHN-00000335,TOW-00818,2021-08-08T22:20:00,-94
PING-00004074,PHN-00000335,TOW-00818,2021-08-08T22:35:00,-71
PING-00004075,PHN-00000335,TOW-00813,2021-08-08T22:50:00,-88
PING-00004076,PHN-00000335,TOW-00813,2021-08-08T23:05:00,-51
PING-00004077,PHN-00002519,TOW-02004,2021-08-09T05:04:00,-85
PING-00004078,PHN-00002519,TOW-02006,2021-08-09T05:19:00,-72
PING-00004079,PHN-00002519,TOW-02006,2021-08-09T05:34:00,-99
PING-00004080,PHN-00002519,TOW-02006,2021-08-09T05:49:00,-82
PING-00004081,PHN-00002519,TOW-02006,2021-08-09T06:04:00,-80
PING-00004082,PHN-00002519,TOW-02007,2021-08-09T06:19:00,-70
PING-00004083,PHN-00002519,TOW-02007,2021-08-09T06:34:00,-73
PING-00004084,PHN-00002519,TOW-02009,2021-08-09T06:49:00,-73
PING-00004085,PHN-00002519,TOW-02009,2021-08-09T07:04:00,-70
PING-00004086,PHN-00000090,TOW-01979,2021-08-10T05:28:00,-96
PING-00004087,PHN-00000090,TOW-01979,2021-08-10T05:43:00,-52
PING-00004088,PHN-00000090,TOW-01979,2021-08-10T05:58:00,-85
PING-00004089,PHN-00000090,TOW-01979,2021-08-10T06:13:00,-76
PING-00004090,PHN-00000090,TOW-01979,2021-08-10T06:28:00,-66
PING-00004091,PHN-00000090,TOW-01979,2021-08-10T06:43:00,-63
PING-00004092,PHN-00000090,TOW-01979,2021-08-10T06:58:00,-60
PING-00004093,PHN-00000090,TOW-01979,2021-08-10T07:13:00,-98
PING-00004094,PHN-00000090,TOW-01980,2021-08-10T07:28:00,-97
PING-00004095,PHN-00003775,TOW-02893,2021-08-10T04:50:00,-91
PING-00004096,PHN-00003775,TOW-02893,2021-08-10T05:05:00,-95
PING-00004097,PHN-00003775,TOW-02893,2021-08-10T05:20:00,-77
PING-00004098,PHN-00003775,TOW-02892,2021-08-10T05:35:00,-100
PING-00004099,PHN-00003775,TOW-02890,2021-08-10T05:50:00,-75
PING-00004100,PHN-00003775,TOW-02893,2021-08-10T06:05:00,-78
PING-00004101,PHN-00003775,TOW-02893,2021-08-10T06:20:00,-88
PING-00004102,PHN-00003775,TOW-02893,2021-08-10T06:35:00,-65
PING-00004103,PHN-00003775,TOW-02893,2021-08-10T06:50:00,-84
PING-00004104,PHN-00002425,TOW-00647,2021-08-11T22:46:00,-57
PING-00004105,PHN-00002425,TOW-00647,2021-08-11T23:01:00,-97
PING-00004106,PHN-00002425,TOW-00647,2021-08-11T23:16:00,-86
PING-00004107,PHN-00002425,TOW-00647,2021-08-11T23:31:00,-77
PING-00004108,PHN-00002425,TOW-00647,2021-08-11T23:46:00,-89
PING-00004109,PHN-00002425,TOW-00647,2021-08-12T00:01:00,-85
PING-00004110,PHN-00002425,TOW-00647,2021-08-12T00:16:00,-69
PING-00004111,PHN-00002425,TOW-00647,2021-08-12T00:31:00,-70
PING-00004112,PHN-00002425,TOW-00647,2021-08-12T00:46:00,-72
PING-00004113,PHN-00002095,TOW-01350,2021-08-12T05:16:00,-83
PING-00004114,PHN-00002095,TOW-01350,2021-08-12T05:31:00,-65
PING-00004115,PHN-00002095,TOW-01348,2021-08-12T05:46:00,-68
PING-00004116,PHN-00002095,TOW-01348,2021-08-12T06:01:00,-96
PING-00004117,PHN-00002095,TOW-01348,2021-08-12T06:16:00,-67
PING-00004118,PHN-00002095,TOW-01348,2021-08-12T06:31:00,-67
PING-00004119,PHN-00002095,TOW-01348,2021-08-12T06:46:00,-72
PING-00004120,PHN-00002095,TOW-01350,2021-08-12T07:01:00,-89
PING-00004121,PHN-00002095,TOW-01350,2021-08-12T07:16:00,-61
PING-00004122,PHN-00004089,TOW-01861,2021-08-14T19:37:00,-80
PING-00004123,PHN-00004089,TOW-01861,2021-08-14T19:52:00,-76
PING-00004124,PHN-00004089,TOW-01861,2021-08-14T20:07:00,-89
PING-00004125,PHN-00004089,TOW-01865,2021-08-14T20:22:00,-63
PING-00004126,PHN-00004089,TOW-01865,2021-08-14T20:37:00,-70
PING-00004127,PHN-00004089,TOW-01865,2021-08-14T20:52:00,-69
PING-00004128,PHN-00004089,TOW-01862,2021-08-14T21:07:00,-96
PING-00004129,PHN-00004089,TOW-01862,2021-08-14T21:22:00,-64
PING-00004130,PHN-00004089,TOW-01864,2021-08-14T21:37:00,-60
PING-00004131,PHN-00002927,TOW-03071,2021-08-14T07:24:00,-59
PING-00004132,PHN-00002927,TOW-03071,2021-08-14T07:39:00,-74
PING-00004133,PHN-00002927,TOW-03071,2021-08-14T07:54:00,-58
PING-00004134,PHN-00002927,TOW-03071,2021-08-14T08:09:00,-91
PING-00004135,PHN-00002927,TOW-03071,2021-08-14T08:24:00,-57
PING-00004136,PHN-00002927,TOW-03072,2021-08-14T08:39:00,-71
PING-00004137,PHN-00002927,TOW-03072,2021-08-14T08:54:00,-86
PING-00004138,PHN-00002927,TOW-03072,2021-08-14T09:09:00,-98
PING-00004139,PHN-00002927,TOW-03072,2021-08-14T09:24:00,-92
PING-00004140,PHN-00003845,TOW-00887,2021-08-15T21:37:00,-65
PING-00004141,PHN-00003845,TOW-00887,2021-08-15T21:52:00,-74
PING-00004142,PHN-00003845,TOW-00887,2021-08-15T22:07:00,-54
PING-00004143,PHN-00003845,TOW-00887,2021-08-15T22:22:00,-63
PING-00004144,PHN-00003845,TOW-00887,2021-08-15T22:37:00,-86
PING-00004145,PHN-00003845,TOW-00887,2021-08-15T22:52:00,-92
PING-00004146,PHN-00003845,TOW-00887,2021-08-15T23:07:00,-56
PING-00004147,PHN-00003845,TOW-00887,2021-08-15T23:22:00,-65
PING-00004148,PHN-00003845,TOW-00887,2021-08-15T23:37:00,-66
PING-00004149,PHN-00000346,TOW-00710,2021-08-15T05:48:00,-59
PING-00004150,PHN-00000346,TOW-00709,2021-08-15T06:03:00,-61
PING-00004151,PHN-00000346,TOW-00709,2021-08-15T06:18:00,-64
PING-00004152,PHN-00000346,TOW-00712,2021-08-15T06:33:00,-84
PING-00004153,PHN-00000346,TOW-00712,2021-08-15T06:48:00,-67
PING-00004154,PHN-00000346,TOW-00712,2021-08-15T07:03:00,-69
PING-00004155,PHN-00000346,TOW-00712,2021-08-15T07:18:00,-95
PING-00004156,PHN-00000346,TOW-00712,2021-08-15T07:33:00,-65
PING-00004157,PHN-00000346,TOW-00712,2021-08-15T07:48:00,-96
PING-00004158,PHN-00003245,TOW-01209,2021-08-16T15:48:00,-63
PING-00004159,PHN-00003245,TOW-01209,2021-08-16T16:03:00,-88
PING-00004160,PHN-00003245,TOW-01209,2021-08-16T16:18:00,-92
PING-00004161,PHN-00003245,TOW-01209,2021-08-16T16:33:00,-61
PING-00004162,PHN-00003245,TOW-01210,2021-08-16T16:48:00,-72
PING-00004163,PHN-00003245,TOW-01213,2021-08-16T17:03:00,-57
PING-00004164,PHN-00003245,TOW-01213,2021-08-16T17:18:00,-81
PING-00004165,PHN-00003245,TOW-01211,2021-08-16T17:33:00,-58
PING-00004166,PHN-00003245,TOW-01211,2021-08-16T17:48:00,-55
PING-00004167,PHN-00003874,TOW-02926,2021-08-16T19:12:00,-98
PING-00004168,PHN-00003874,TOW-02926,2021-08-16T19:27:00,-63
PING-00004169,PHN-00003874,TOW-02924,2021-08-16T19:42:00,-56
PING-00004170,PHN-00003874,TOW-02924,2021-08-16T19:57:00,-91
PING-00004171,PHN-00003874,TOW-02925,2021-08-16T20:12:00,-88
PING-00004172,PHN-00003874,TOW-02925,2021-08-16T20:27:00,-95
PING-00004173,PHN-00003874,TOW-02925,2021-08-16T20:42:00,-79
PING-00004174,PHN-00003874,TOW-02928,2021-08-16T20:57:00,-55
PING-00004175,PHN-00003874,TOW-02928,2021-08-16T21:12:00,-81
PING-00004176,PHN-00001429,TOW-02964,2021-08-18T22:31:00,-66
PING-00004177,PHN-00001429,TOW-02964,2021-08-18T22:46:00,-52
PING-00004178,PHN-00001429,TOW-02964,2021-08-18T23:01:00,-67
PING-00004179,PHN-00001429,TOW-02964,2021-08-18T23:16:00,-95
PING-00004180,PHN-00001429,TOW-02964,2021-08-18T23:31:00,-81
PING-00004181,PHN-00001429,TOW-02964,2021-08-18T23:46:00,-83
PING-00004182,PHN-00001429,TOW-02964,2021-08-19T00:01:00,-72
PING-00004183,PHN-00001429,TOW-02964,2021-08-19T00:16:00,-74
PING-00004184,PHN-00001429,TOW-02964,2021-08-19T00:31:00,-100
PING-00004185,PHN-00004096,TOW-01996,2021-08-18T21:34:00,-83
PING-00004186,PHN-00004096,TOW-01996,2021-08-18T21:49:00,-91
PING-00004187,PHN-00004096,TOW-01995,2021-08-18T22:04:00,-69
PING-00004188,PHN-00004096,TOW-01995,2021-08-18T22:19:00,-81
PING-00004189,PHN-00004096,TOW-01995,2021-08-18T22:34:00,-65
PING-00004190,PHN-00004096,TOW-01995,2021-08-18T22:49:00,-62
PING-00004191,PHN-00004096,TOW-01995,2021-08-18T23:04:00,-96
PING-00004192,PHN-00004096,TOW-01999,2021-08-18T23:19:00,-92
PING-00004193,PHN-00004096,TOW-01999,2021-08-18T23:34:00,-91
PING-00004194,PHN-00004105,TOW-00098,2021-08-19T12:07:00,-62
PING-00004195,PHN-00004105,TOW-00098,2021-08-19T12:22:00,-99
PING-00004196,PHN-00004105,TOW-00096,2021-08-19T12:37:00,-69
PING-00004197,PHN-00004105,TOW-00096,2021-08-19T12:52:00,-63
PING-00004198,PHN-00004105,TOW-00096,2021-08-19T13:07:00,-76
PING-00004199,PHN-00004105,TOW-00096,2021-08-19T13:22:00,-64
PING-00004200,PHN-00004105,TOW-00096,2021-08-19T13:37:00,-64
PING-00004201,PHN-00004105,TOW-00096,2021-08-19T13:52:00,-54
PING-00004202,PHN-00004105,TOW-00096,2021-08-19T14:07:00,-60
PING-00004203,PHN-00004088,TOW-00750,2021-08-20T03:39:00,-100
PING-00004204,PHN-00004088,TOW-00750,2021-08-20T03:54:00,-91
PING-00004205,PHN-00004088,TOW-00752,2021-08-20T04:09:00,-86
PING-00004206,PHN-00004088,TOW-00752,2021-08-20T04:24:00,-52
PING-00004207,PHN-00004088,TOW-00752,2021-08-20T04:39:00,-76
PING-00004208,PHN-00004088,TOW-00752,2021-08-20T04:54:00,-94
PING-00004209,PHN-00004088,TOW-00752,2021-08-20T05:09:00,-71
PING-00004210,PHN-00004088,TOW-00752,2021-08-20T05:24:00,-75
PING-00004211,PHN-00004088,TOW-00752,2021-08-20T05:39:00,-74
