cctv_event_id,camera_id,camera_type,camera_owner,location_description,latitude,longitude,district_id,station_id,event_timestamp,vehicle_plate_captured,vehicle_type,vehicle_color,person_silhouette_class,num_persons_captured,linked_fir_id,is_primary_evidence,footage_available,footage_quality
CCTV-00000194,CAM-KA-HBL-9500,atm_internal,KSTDC,"Near crime scene, Navalgund, Hubballi-Dharwad",15.415048,74.837286,KA-HBL,STN-KA-HBL-0022,2021-04-02T03:03:00,,,,male_adult,2,FIR-HBL-2021-00037,false,true,medium_res
CCTV-00000195,CAM-KA-HBL-1349,ptz,Private Business,"Near crime scene, Navalgund, Hubballi-Dharwad",15.414656,74.839161,KA-HBL,STN-KA-HBL-0022,2021-04-02T05:40:00,,,,unidentifiable,4,FIR-HBL-2021-00037,false,true,high_res
CCTV-00000196,CAM-KA-YDG-9987,atm_internal,Bank,"Near crime scene, Shorapur, Yadgir",16.395664,76.822804,KA-YDG,STN-KA-YDG-0008,2021-04-03T14:12:00,KA-05 YZ 1644,auto_rickshaw,silver,group_2,1,FIR-YDG-2021-00001,false,true,low_res
CCTV-00000197,CAM-KA-RBG-4532,ptz,BBMP,"Near crime scene, Hubballi, Dharwad",15.251932,74.845452,KA-RBG,STN-KA-RBG-0012,2021-04-03T03:14:00,KA-11 SH 1292,van,grey,group_3plus,3,FIR-RBG-2021-00037,false,true,medium_res
CCTV-00000198,CAM-KA-RBG-3816,traffic_enforcement,KSTDC,"Near crime scene, Hubballi, Dharwad",15.249705,74.845674,KA-RBG,STN-KA-RBG-0012,2021-04-03T22:06:00,KA-19 TS 1711,car,green,group_3plus,1,FIR-RBG-2021-00037,true,false,low_res
CCTV-00000199,CAM-KA-BLG-6209,ptz,Traffic Police,"Near crime scene, Raibag, Belagavi",16.159989,75.171414,KA-BLG,STN-KA-BLG-0023,2021-04-04T22:12:00,,,,group_3plus,2,FIR-BLG-2021-00008,true,false,low_res
CCTV-00000200,CAM-KA-BLG-9989,bullet,Traffic Police,"Near crime scene, Raibag, Belagavi",16.157281,75.171421,KA-BLG,STN-KA-BLG-0023,2021-04-04T11:52:00,KA-03 QU 2684,auto_rickshaw,grey,female_adult,1,FIR-BLG-2021-00008,true,true,high_res
CCTV-00000201,CAM-KA-BLG-4760,bodycam,KSTDC,"Near crime scene, Raibag, Belagavi",16.15742,75.168177,KA-BLG,STN-KA-BLG-0023,2021-04-04T17:55:00,,,,group_3plus,1,FIR-BLG-2021-00008,true,true,medium_res
CCTV-00000202,CAM-KA-VKT-3712,traffic_enforcement,BBMP,"Near crime scene, Hosapete, Vijayanagara",15.301549,75.818823,KA-VKT,STN-KA-VKT-0004,2021-04-05T20:55:00,KA-57 CT 9686,motorcycle,orange,group_3plus,3,FIR-VKT-2021-00020,true,false,medium_res
CCTV-00000203,CAM-KA-HBL-6239,ptz,Police Department,"Near crime scene, Navalgund, Hubballi-Dharwad",15.449479,75.160864,KA-HBL,STN-KA-HBL-0019,2021-04-08T22:16:00,,,,group_2,4,FIR-HBL-2021-00039,false,true,low_res
CCTV-00000204,CAM-KA-HBL-8513,bullet,Private Business,"Near crime scene, Navalgund, Hubballi-Dharwad",15.450228,75.160446,KA-HBL,STN-KA-HBL-0019,2021-04-08T10:34:00,,,,female_adult,3,FIR-HBL-2021-00039,false,false,medium_res
CCTV-00000205,CAM-KA-CKM-1586,bullet,KSTDC,"Near crime scene, Koppa, Chikkamagaluru",13.250019,75.913297,KA-CKM,STN-KA-CKM-0006,2021-04-09T20:37:00,KA-28 QJ 8130,motorcycle,orange,unidentifiable,1,FIR-CKM-2021-00002,false,true,high_res
CCTV-00000206,CAM-KA-CKM-3666,traffic_enforcement,Traffic Police,"Near crime scene, Koppa, Chikkamagaluru",13.248572,75.912341,KA-CKM,STN-KA-CKM-0006,2021-04-09T14:53:00,,,,male_adult,3,FIR-CKM-2021-00002,false,false,low_res
CCTV-00000207,CAM-KA-CKM-2927,bullet,Police Department,"Near crime scene, Koppa, Chikkamagaluru",13.249154,75.911198,KA-CKM,STN-KA-CKM-0006,2021-04-09T00:17:00,KA-57 IT 6677,motorcycle,grey,group_2,2,FIR-CKM-2021-00002,false,false,high_res
CCTV-00000208,CAM-KA-HBL-4932,atm_internal,Private Business,"Near crime scene, Dharwad, Hubballi-Dharwad",15.485941,75.258264,KA-HBL,STN-KA-HBL-0006,2021-04-09T02:01:00,KA-18 ZN 1393,van,green,male_adult,1,FIR-HBL-2021-00040,true,false,corrupted
CCTV-00000209,CAM-KA-HBL-2408,bodycam,Private Business,"Near crime scene, Dharwad, Hubballi-Dharwad",15.486064,75.258118,KA-HBL,STN-KA-HBL-0006,2021-04-09T23:50:00,,,,juvenile,4,FIR-HBL-2021-00040,false,false,high_res
CCTV-00000210,CAM-KA-HBL-3463,bodycam,KSTDC,"Near crime scene, Kundgol, Hubballi-Dharwad",15.18976,74.906125,KA-HBL,STN-KA-HBL-0029,2021-04-12T05:28:00,KA-05 BS 9381,car,green,female_adult,3,FIR-HBL-2021-00042,true,false,medium_res
CCTV-00000211,CAM-KA-HBL-2525,bodycam,BBMP,"Near crime scene, Kundgol, Hubballi-Dharwad",15.191689,74.909696,KA-HBL,STN-KA-HBL-0029,2021-04-12T18:11:00,KA-25 BG 2682,motorcycle,orange,unidentifiable,1,FIR-HBL-2021-00042,false,true,low_res
CCTV-00000212,CAM-KA-HBL-1780,ptz,BBMP,"Near crime scene, Kundgol, Hubballi-Dharwad",15.190041,74.908282,KA-HBL,STN-KA-HBL-0029,2021-04-12T06:48:00,KA-03 KD 6531,auto_rickshaw,red,male_adult,1,FIR-HBL-2021-00042,true,true,medium_res
CCTV-00000213,CAM-KA-RBG-6529,ptz,KSTDC,"Near crime scene, Navalgund, Dharwad",15.576761,75.142219,KA-RBG,STN-KA-RBG-0026,2021-04-13T09:40:00,KA-13 RC 9067,motorcycle,grey,group_3plus,1,FIR-RBG-2021-00039,true,true,low_res
CCTV-00000214,CAM-KA-RBG-9582,dome,Traffic Police,"Near crime scene, Navalgund, Dharwad",15.57644,75.142542,KA-RBG,STN-KA-RBG-0026,2021-04-13T21:21:00,KA-25 QR 4008,auto_rickshaw,black,male_adult,3,FIR-RBG-2021-00039,true,true,medium_res
CCTV-00000215,CAM-KA-RBG-4735,traffic_enforcement,Private Business,"Near crime scene, Navalgund, Dharwad",15.578738,75.143644,KA-RBG,STN-KA-RBG-0026,2021-04-13T18:00:00,KA-25 CG 5054,auto_rickshaw,grey,juvenile,3,FIR-RBG-2021-00039,false,true,medium_res
CCTV-00000216,CAM-KA-HBL-9940,traffic_enforcement,KSTDC,"Near crime scene, Kundgol, Hubballi-Dharwad",15.002352,75.356555,KA-HBL,STN-KA-HBL-0024,2021-04-15T21:17:00,KA-25 KV 6608,van,black,group_3plus,1,FIR-HBL-2021-00044,false,true,medium_res
CCTV-00000217,CAM-KA-BSD-9277,atm_internal,KSTDC,"Near crime scene, Bagalkote, Bagalkote",16.545789,75.645022,KA-BSD,STN-KA-BSD-0001,2021-04-16T14:29:00,,,,juvenile,3,FIR-BSD-2021-00003,false,true,medium_res
CCTV-00000218,CAM-KA-BSD-1217,bullet,Traffic Police,"Near crime scene, Bagalkote, Bagalkote",16.54619,75.644468,KA-BSD,STN-KA-BSD-0001,2021-04-16T21:06:00,KA-36 JD 7901,auto_rickshaw,orange,group_3plus,2,FIR-BSD-2021-00003,true,true,medium_res
CCTV-00000219,CAM-KA-HBL-1467,dome,Private Business,"Near crime scene, Kalghatagi, Hubballi-Dharwad",15.574331,75.112235,KA-HBL,STN-KA-HBL-0014,2021-04-21T04:20:00,,,,group_3plus,3,FIR-HBL-2021-00046,false,false,low_res
CCTV-00000220,CAM-KA-HBL-6538,ptz,BBMP,"Near crime scene, Kalghatagi, Hubballi-Dharwad",15.57756,75.114645,KA-HBL,STN-KA-HBL-0014,2021-04-21T08:59:00,KA-14 QU 8063,van,yellow,male_adult,1,FIR-HBL-2021-00046,false,false,medium_res
CCTV-00000221,CAM-KA-HBL-4772,bullet,KSTDC,"Near crime scene, Kalghatagi, Hubballi-Dharwad",15.577878,75.112087,KA-HBL,STN-KA-HBL-0014,2021-04-21T11:20:00,KA-10 WW 9068,car,white,group_3plus,1,FIR-HBL-2021-00046,false,false,medium_res
CCTV-00000222,CAM-KA-BLR-9915,traffic_enforcement,Private Business,"Near crime scene, Mahadevapura, Bengaluru Urban",12.945856,77.431919,KA-BLR,STN-KA-BLR-0056,2021-04-24T11:12:00,KA-02 IP 5608,auto_rickshaw,blue,juvenile,1,FIR-BLR-2021-00058,true,true,medium_res
CCTV-00000223,CAM-KA-BLR-5752,ptz,KSTDC,"Near crime scene, Mahadevapura, Bengaluru Urban",12.946516,77.431844,KA-BLR,STN-KA-BLR-0056,2021-04-24T02:54:00,KA-26 YZ 5633,auto_rickshaw,red,unidentifiable,1,FIR-BLR-2021-00058,false,true,medium_res
CCTV-00000224,CAM-KA-BLR2-4957,bodycam,Private Business,"Near crime scene, Siruguppa, Ballari",15.558326,76.593097,KA-BLR2,STN-KA-BLR2-0027,2021-04-25T03:38:00,,,,female_adult,1,FIR-BLR2-2021-00010,true,true,medium_res
CCTV-00000225,CAM-KA-BLR2-2453,bodycam,KSTDC,"Near crime scene, Siruguppa, Ballari",15.557571,76.592444,KA-BLR2,STN-KA-BLR2-0027,2021-04-25T06:06:00,KA-32 AI 6554,motorcycle,green,group_3plus,2,FIR-BLR2-2021-00010,false,true,low_res
CCTV-00000226,CAM-KA-BLR2-9206,dome,BBMP,"Near crime scene, Siruguppa, Ballari",15.557628,76.591304,KA-BLR2,STN-KA-BLR2-0027,2021-04-25T18:47:00,KA-04 YC 5466,van,green,group_2,4,FIR-BLR2-2021-00010,false,true,medium_res
CCTV-00000227,CAM-KA-VKT-8575,dome,KSTDC,"Near crime scene, Hosapete, Vijayanagara",15.278875,76.47835,KA-VKT,STN-KA-VKT-0005,2021-04-26T10:24:00,KA-23 CP 2120,van,blue,group_2,2,FIR-VKT-2021-00021,true,false,medium_res
CCTV-00000228,CAM-KA-VKT-4047,bullet,Traffic Police,"Near crime scene, Hosapete, Vijayanagara",15.279542,76.479202,KA-VKT,STN-KA-VKT-0005,2021-04-26T23:09:00,KA-09 FA 5578,van,yellow,male_adult,4,FIR-VKT-2021-00021,false,false,medium_res
CCTV-00000229,CAM-KA-BLR-4043,atm_internal,Traffic Police,"Near crime scene, Bengaluru West, Bengaluru Urban",13.141649,77.418923,KA-BLR,STN-KA-BLR-0035,2021-04-26T17:40:00,KA-08 VN 9552,auto_rickshaw,red,group_3plus,1,FIR-BLR-2021-00060,false,false,medium_res
CCTV-00000230,CAM-KA-BLR-7833,traffic_enforcement,Bank,"Near crime scene, Bengaluru West, Bengaluru Urban",13.141082,77.41951,KA-BLR,STN-KA-BLR-0035,2021-04-26T12:48:00,,,,male_adult,1,FIR-BLR-2021-00060,true,true,medium_res
CCTV-00000231,CAM-KA-SHV-5153,atm_internal,Bank,"Near crime scene, Bhadravati, Shivamogga",13.864166,75.258963,KA-SHV,STN-KA-SHV-0005,2021-04-27T04:56:00,,,,juvenile,2,FIR-SHV-2021-00001,true,true,high_res
CCTV-00000232,CAM-KA-SHV-9744,traffic_enforcement,BBMP,"Near crime scene, Bhadravati, Shivamogga",13.864564,75.258461,KA-SHV,STN-KA-SHV-0005,2021-04-27T14:38:00,,,,male_adult,1,FIR-SHV-2021-00001,false,true,low_res
CCTV-00000233,CAM-KA-MGL-4556,dome,Bank,"Near crime scene, Kadaba, Dakshina Kannada",12.566467,74.978896,KA-MGL,STN-KA-MGL-0029,2021-04-27T04:19:00,KA-14 TU 4424,auto_rickshaw,red,group_3plus,1,FIR-MGL-2021-00024,false,true,medium_res
CCTV-00000234,CAM-KA-MGL-6680,bodycam,Bank,"Near crime scene, Kadaba, Dakshina Kannada",12.564838,74.980279,KA-MGL,STN-KA-MGL-0029,2021-04-27T11:19:00,,,,unidentifiable,1,FIR-MGL-2021-00024,true,true,low_res
CCTV-00000235,CAM-KA-BLR2-4959,bullet,Traffic Police,"Near crime scene, Siruguppa, Ballari",14.922536,76.9116,KA-BLR2,STN-KA-BLR2-0024,2021-05-01T08:55:00,,,,group_3plus,3,FIR-BLR2-2021-00012,false,true,medium_res
CCTV-00000236,CAM-KA-BLR2-4053,ptz,Bank,"Near crime scene, Siruguppa, Ballari",14.925797,76.909281,KA-BLR2,STN-KA-BLR2-0024,2021-05-01T09:27:00,KA-05 TH 8213,motorcycle,blue,female_adult,2,FIR-BLR2-2021-00012,false,false,medium_res
CCTV-00000237,CAM-KA-CHB-6481,bullet,Police Department,"Near crime scene, Gauribidanur, Chikkaballapura",13.342503,77.798587,KA-CHB,STN-KA-CHB-0010,2021-05-01T19:30:00,KA-26 KX 4557,motorcycle,blue,juvenile,4,FIR-CHB-2021-00005,true,false,low_res
CCTV-00000238,CAM-KA-DVG-3340,bullet,Traffic Police,"Near crime scene, Jagalur, Davanagere",14.743146,76.301326,KA-DVG,STN-KA-DVG-0017,2021-05-02T13:00:00,KA-02 PD 3920,van,black,female_adult,3,FIR-DVG-2021-00004,false,true,high_res
CCTV-00000239,CAM-KA-DVG-6661,bullet,Private Business,"Near crime scene, Jagalur, Davanagere",14.744342,76.299838,KA-DVG,STN-KA-DVG-0017,2021-05-02T23:25:00,KA-07 BW 9906,motorcycle,yellow,female_adult,4,FIR-DVG-2021-00004,false,false,low_res
CCTV-00000240,CAM-KA-DVG-2484,bodycam,KSTDC,"Near crime scene, Jagalur, Davanagere",14.743789,76.29884,KA-DVG,STN-KA-DVG-0017,2021-05-02T14:17:00,KA-41 YG 3387,van,red,female_adult,2,FIR-DVG-2021-00004,true,false,medium_res
CCTV-00000241,CAM-KA-BLR-2001,atm_internal,Traffic Police,"Near crime scene, Rajarajeshwari Nagar, Bengaluru Urban",12.911703,77.673929,KA-BLR,STN-KA-BLR-0049,2021-05-02T01:25:00,KA-12 JO 3286,motorcycle,silver,juvenile,4,FIR-BLR-2021-00063,false,true,medium_res
CCTV-00000242,CAM-KA-BLR-5762,bodycam,Private Business,"Near crime scene, Rajarajeshwari Nagar, Bengaluru Urban",12.910913,77.673207,KA-BLR,STN-KA-BLR-0049,2021-05-02T04:56:00,,,,unidentifiable,4,FIR-BLR-2021-00063,true,true,medium_res
CCTV-00000243,CAM-KA-BLR-4840,bullet,Traffic Police,"Near crime scene, Yelahanka, Bengaluru Urban",13.15314,77.682184,KA-BLR,STN-KA-BLR-0037,2021-05-03T15:34:00,,,,juvenile,3,FIR-BLR-2021-00064,false,true,medium_res
CCTV-00000244,CAM-KA-BLR-6326,bullet,Private Business,"Near crime scene, Yelahanka, Bengaluru Urban",13.155327,77.684696,KA-BLR,STN-KA-BLR-0037,2021-05-03T20:39:00,KA-41 VU 9363,car,grey,group_3plus,4,FIR-BLR-2021-00064,false,false,medium_res
CCTV-00000245,CAM-KA-BLG-4273,atm_internal,BBMP,"Near crime scene, Raibag, Belagavi",15.527706,74.752005,KA-BLG,STN-KA-BLG-0021,2021-05-03T01:11:00,,,,group_3plus,3,FIR-BLG-2021-00011,true,true,high_res
CCTV-00000246,CAM-KA-HBL-9482,bodycam,KSTDC,"Near crime scene, Kalghatagi, Hubballi-Dharwad",15.599272,74.997795,KA-HBL,STN-KA-HBL-0015,2021-05-08T04:52:00,KA-41 KW 8114,auto_rickshaw,yellow,male_adult,1,FIR-HBL-2021-00049,true,true,medium_res
CCTV-00000247,CAM-KA-HBL-5124,dome,Private Business,"Near crime scene, Kalghatagi, Hubballi-Dharwad",15.600306,74.997699,KA-HBL,STN-KA-HBL-0015,2021-05-08T13:27:00,KA-03 ZF 7122,motorcycle,black,male_adult,2,FIR-HBL-2021-00049,true,true,high_res
CCTV-00000248,CAM-KA-HBL-1792,bullet,Bank,"Near crime scene, Kalghatagi, Hubballi-Dharwad",15.602173,74.9981,KA-HBL,STN-KA-HBL-0015,2021-05-08T08:52:00,KA-10 IC 8632,car,white,group_2,3,FIR-HBL-2021-00049,false,true,medium_res
CCTV-00000249,CAM-KA-VKT-3018,ptz,Bank,"Near crime scene, Hadagali, Vijayanagara",14.985614,76.118297,KA-VKT,STN-KA-VKT-0010,2021-05-08T06:12:00,KA-26 NE 2598,auto_rickshaw,red,juvenile,1,FIR-VKT-2021-00022,true,true,low_res
CCTV-00000250,CAM-KA-BLR-8097,ptz,KSTDC,"Near crime scene, Bengaluru North, Bengaluru Urban",13.263158,77.774979,KA-BLR,STN-KA-BLR-0008,2021-05-09T08:28:00,KA-36 MH 9354,auto_rickshaw,silver,female_adult,3,FIR-BLR-2021-00067,true,false,corrupted
CCTV-00000251,CAM-KA-BLR-4872,atm_internal,Police Department,"Near crime scene, Bengaluru North, Bengaluru Urban",13.262369,77.777357,KA-BLR,STN-KA-BLR-0008,2021-05-09T18:28:00,KA-38 KK 4733,auto_rickshaw,silver,group_2,4,FIR-BLR-2021-00067,false,false,low_res
CCTV-00000252,CAM-KA-HBL-1196,dome,Police Department,"Near crime scene, Navalgund, Hubballi-Dharwad",15.098078,75.22008,KA-HBL,STN-KA-HBL-0020,2021-05-09T20:17:00,KA-57 ZN 4345,auto_rickshaw,orange,group_2,2,FIR-HBL-2021-00050,true,true,high_res
CCTV-00000253,CAM-KA-HBL-1458,atm_internal,Police Department,"Near crime scene, Navalgund, Hubballi-Dharwad",15.099848,75.220697,KA-HBL,STN-KA-HBL-0020,2021-05-09T22:47:00,KA-23 VB 6878,motorcycle,white,juvenile,3,FIR-HBL-2021-00050,true,true,medium_res
CCTV-00000254,CAM-KA-HBL-4172,bullet,Traffic Police,"Near crime scene, Navalgund, Hubballi-Dharwad",15.099116,75.220542,KA-HBL,STN-KA-HBL-0020,2021-05-09T20:48:00,KA-23 AE 2159,car,yellow,male_adult,2,FIR-HBL-2021-00050,true,true,high_res
CCTV-00000255,CAM-KA-CKM-4036,traffic_enforcement,Police Department,"Near crime scene, Chikkamagaluru, Chikkamagaluru",13.0714,75.991116,KA-CKM,STN-KA-CKM-0001,2021-05-11T17:34:00,,,,female_adult,1,FIR-CKM-2021-00005,false,true,low_res
CCTV-00000256,CAM-KA-CKM-4568,bodycam,KSTDC,"Near crime scene, Chikkamagaluru, Chikkamagaluru",13.06951,75.990823,KA-CKM,STN-KA-CKM-0001,2021-05-11T10:33:00,KA-04 YP 9435,motorcycle,green,group_2,1,FIR-CKM-2021-00005,false,true,high_res
CCTV-00000257,CAM-KA-CKM-8559,bodycam,Traffic Police,"Near crime scene, Chikkamagaluru, Chikkamagaluru",13.070163,75.988533,KA-CKM,STN-KA-CKM-0001,2021-05-11T05:32:00,KA-07 CQ 8051,car,grey,juvenile,3,FIR-CKM-2021-00005,true,true,low_res
CCTV-00000258,CAM-KA-BLR-1731,traffic_enforcement,BBMP,"Near crime scene, Bengaluru East, Bengaluru Urban",12.845766,77.691079,KA-BLR,STN-KA-BLR-0027,2021-05-12T01:15:00,,,,female_adult,4,FIR-BLR-2021-00069,false,true,medium_res
CCTV-00000259,CAM-KA-BLR-3832,bullet,KSTDC,"Near crime scene, Bengaluru East, Bengaluru Urban",12.842721,77.691642,KA-BLR,STN-KA-BLR-0027,2021-05-12T09:28:00,KA-04 OB 4985,motorcycle,black,group_2,3,FIR-BLR-2021-00069,true,true,corrupted
CCTV-00000260,CAM-KA-BLR-5226,bullet,Bank,"Near crime scene, Bengaluru East, Bengaluru Urban",12.842736,77.692364,KA-BLR,STN-KA-BLR-0027,2021-05-12T21:02:00,KA-02 FS 1536,motorcycle,blue,group_2,4,FIR-BLR-2021-00069,false,false,low_res
CCTV-00000261,CAM-KA-TKR-9927,traffic_enforcement,BBMP,"Near crime scene, Madhugiri, Tumakuru",13.10029,76.897687,KA-TKR,STN-KA-TKR-0014,2021-05-14T05:36:00,,,,unidentifiable,2,FIR-TKR-2021-00003,false,true,medium_res
CCTV-00000262,CAM-KA-TKR-9983,bullet,Traffic Police,"Near crime scene, Madhugiri, Tumakuru",13.102801,76.897597,KA-TKR,STN-KA-TKR-0014,2021-05-14T04:46:00,KA-57 DM 1035,motorcycle,white,unidentifiable,1,FIR-TKR-2021-00003,true,true,medium_res
CCTV-00000263,CAM-KA-CHT-1070,bullet,Traffic Police,"Near crime scene, Hanur, Chamarajanagara",12.229412,76.872501,KA-CHT,STN-KA-CHT-0006,2021-05-14T05:10:00,,,,group_2,2,FIR-CHT-2021-00009,true,true,low_res
CCTV-00000264,CAM-KA-CHT-7150,traffic_enforcement,Traffic Police,"Near crime scene, Hanur, Chamarajanagara",12.23087,76.8748,KA-CHT,STN-KA-CHT-0006,2021-05-14T19:13:00,KA-18 FI 1845,auto_rickshaw,silver,group_2,3,FIR-CHT-2021-00009,true,false,medium_res
CCTV-00000265,CAM-KA-CHT-7775,bullet,BBMP,"Near crime scene, Hanur, Chamarajanagara",12.230622,76.874055,KA-CHT,STN-KA-CHT-0006,2021-05-14T02:12:00,KA-17 LG 8135,car,grey,male_adult,4,FIR-CHT-2021-00009,false,true,medium_res
CCTV-00000266,CAM-KA-BLR-2896,ptz,KSTDC,"Near crime scene, Bengaluru East, Bengaluru Urban",13.165239,77.75158,KA-BLR,STN-KA-BLR-0026,2021-05-16T04:55:00,KA-23 YL 9861,van,red,juvenile,2,FIR-BLR-2021-00072,false,false,medium_res
CCTV-00000267,CAM-KA-TKR-6638,traffic_enforcement,BBMP,"Near crime scene, Pavagada, Tumakuru",13.257397,76.503879,KA-TKR,STN-KA-TKR-0013,2021-05-16T11:01:00,KA-04 MY 4052,car,white,female_adult,2,FIR-TKR-2021-00005,false,false,medium_res
CCTV-00000268,CAM-KA-BLR-7511,bodycam,Bank,"Near crime scene, Mahadevapura, Bengaluru Urban",13.159133,77.499669,KA-BLR,STN-KA-BLR-0057,2021-05-17T09:02:00,KA-42 MS 2790,motorcycle,blue,juvenile,1,FIR-BLR-2021-00073,true,true,medium_res
CCTV-00000269,CAM-KA-MYS-5654,bullet,BBMP,"Near crime scene, Mysuru, Mysuru",11.916024,76.69635,KA-MYS,STN-KA-MYS-0002,2021-05-17T07:42:00,,,,male_adult,4,FIR-MYS-2021-00009,false,false,high_res
CCTV-00000270,CAM-KA-MYS-4031,ptz,Bank,"Near crime scene, Mysuru, Mysuru",11.918632,76.696285,KA-MYS,STN-KA-MYS-0002,2021-05-17T15:16:00,KA-17 EF 2289,van,silver,group_3plus,2,FIR-MYS-2021-00009,true,true,corrupted
CCTV-00000271,CAM-KA-MYS-3852,atm_internal,Private Business,"Near crime scene, Mysuru, Mysuru",11.919462,76.69626,KA-MYS,STN-KA-MYS-0002,2021-05-17T06:09:00,KA-05 NM 5901,van,yellow,female_adult,3,FIR-MYS-2021-00009,true,false,low_res
CCTV-00000272,CAM-KA-BDR-2809,atm_internal,KSTDC,"Near crime scene, Bhalki, Bidar",17.657712,76.81386,KA-BDR,STN-KA-BDR-0013,2021-05-17T18:03:00,KA-38 GE 4836,van,grey,group_2,3,FIR-BDR-2021-00002,false,true,high_res
CCTV-00000273,CAM-KA-BDR-2643,atm_internal,Traffic Police,"Near crime scene, Bhalki, Bidar",17.658865,76.814076,KA-BDR,STN-KA-BDR-0013,2021-05-17T10:19:00,,,,unidentifiable,2,FIR-BDR-2021-00002,false,false,medium_res
CCTV-00000274,CAM-KA-MYS-5881,bodycam,Private Business,"Near crime scene, T Narsipur, Mysuru",12.133674,76.440996,KA-MYS,STN-KA-MYS-0022,2021-05-18T03:47:00,KA-06 DL 7126,car,black,group_2,3,FIR-MYS-2021-00010,true,true,high_res
CCTV-00000275,CAM-KA-MYS-6437,dome,KSTDC,"Near crime scene, T Narsipur, Mysuru",12.131645,76.438037,KA-MYS,STN-KA-MYS-0022,2021-05-18T21:37:00,,,,group_3plus,1,FIR-MYS-2021-00010,false,true,high_res
CCTV-00000276,CAM-KA-MYS-2447,bullet,Private Business,"Near crime scene, Krishnarajanagar, Mysuru",12.383261,76.855076,KA-MYS,STN-KA-MYS-0026,2021-05-20T07:58:00,KA-17 MT 7408,motorcycle,red,group_2,2,FIR-MYS-2021-00012,true,false,medium_res
CCTV-00000277,CAM-KA-MYS-9065,traffic_enforcement,BBMP,"Near crime scene, Krishnarajanagar, Mysuru",12.383124,76.855018,KA-MYS,STN-KA-MYS-0026,2021-05-20T16:08:00,KA-36 OB 3480,van,grey,juvenile,1,FIR-MYS-2021-00012,false,false,high_res
CCTV-00000278,CAM-KA-MYS-3907,bullet,Police Department,"Near crime scene, Krishnarajanagar, Mysuru",12.384539,76.855834,KA-MYS,STN-KA-MYS-0026,2021-05-20T11:18:00,KA-07 CT 8641,motorcycle,yellow,unidentifiable,4,FIR-MYS-2021-00012,false,true,high_res
CCTV-00000279,CAM-KA-TKR-9549,atm_internal,Police Department,"Near crime scene, Tiptur, Tumakuru",13.080613,76.601488,KA-TKR,STN-KA-TKR-0007,2021-05-21T07:21:00,KA-09 XM 2818,auto_rickshaw,silver,juvenile,3,FIR-TKR-2021-00010,false,true,low_res
CCTV-00000280,CAM-KA-MYS-6847,atm_internal,Police Department,"Near crime scene, T Narsipur, Mysuru",11.900517,76.53005,KA-MYS,STN-KA-MYS-0025,2021-05-21T07:39:00,KA-36 BY 6670,motorcycle,black,juvenile,1,FIR-MYS-2021-00013,false,false,medium_res
CCTV-00000281,CAM-KA-MYS-9655,traffic_enforcement,Traffic Police,"Near crime scene, T Narsipur, Mysuru",11.899501,76.529858,KA-MYS,STN-KA-MYS-0025,2021-05-21T05:48:00,,,,juvenile,4,FIR-MYS-2021-00013,true,true,high_res
CCTV-00000282,CAM-KA-MYS-9887,dome,Police Department,"Near crime scene, T Narsipur, Mysuru",11.898249,76.529531,KA-MYS,STN-KA-MYS-0025,2021-05-21T20:22:00,,,,group_3plus,3,FIR-MYS-2021-00013,false,true,medium_res
CCTV-00000283,CAM-KA-BLR-3125,dome,Traffic Police,"Near crime scene, Bengaluru West, Bengaluru Urban",12.848164,77.66141,KA-BLR,STN-KA-BLR-0032,2021-05-22T03:26:00,,,,group_2,2,FIR-BLR-2021-00077,true,true,high_res
CCTV-00000284,CAM-KA-BLR-5156,traffic_enforcement,Police Department,"Near crime scene, Bengaluru West, Bengaluru Urban",12.846568,77.660736,KA-BLR,STN-KA-BLR-0032,2021-05-22T21:12:00,KA-03 IS 2287,van,red,group_2,3,FIR-BLR-2021-00077,false,false,medium_res
CCTV-00000285,CAM-KA-BLR-9278,bodycam,Bank,"Near crime scene, Bengaluru West, Bengaluru Urban",12.847722,77.661367,KA-BLR,STN-KA-BLR-0032,2021-05-22T09:26:00,KA-01 LN 8955,van,grey,group_2,3,FIR-BLR-2021-00077,false,true,medium_res
CCTV-00000286,CAM-KA-BLR-5344,dome,Bank,"Near crime scene, Bengaluru East, Bengaluru Urban",13.003564,77.489576,KA-BLR,STN-KA-BLR-0021,2021-05-23T19:02:00,KA-22 RX 9179,van,red,male_adult,2,FIR-BLR-2021-00078,true,true,high_res
CCTV-00000287,CAM-KA-TKR-9510,ptz,KSTDC,"Near crime scene, Sira, Tumakuru",13.987581,77.130912,KA-TKR,STN-KA-TKR-0010,2021-05-23T19:04:00,,,,female_adult,1,FIR-TKR-2021-00012,true,true,medium_res
CCTV-00000288,CAM-KA-TKR-6196,ptz,Bank,"Near crime scene, Sira, Tumakuru",13.989255,77.131277,KA-TKR,STN-KA-TKR-0010,2021-05-23T04:33:00,KA-36 KC 5880,auto_rickshaw,grey,male_adult,1,FIR-TKR-2021-00012,false,true,medium_res
CCTV-00000289,CAM-KA-BDR-7145,ptz,BBMP,"Near crime scene, Bidar, Bidar",17.61712,77.076588,KA-BDR,STN-KA-BDR-0005,2021-05-23T05:46:00,,,,unidentifiable,1,FIR-BDR-2021-00004,true,true,low_res
